colonia_geo,alcaldia_geo,n_listings,precio_promedio,ingreso_anual_promedio,ocupacion_promedio,dist_transporte_promedio,tasa_crimen,reviews_promedio,score_precio,score_ocupacion,score_seguridad,score_transporte,score_total
el caracol,coyoacan,17,1564.47058823529,232904.294117647,0.395970991136181,0.211111834831492,0.000460738497992497,39.1176470588235,1.22054484416282,0.590863239384086,0.283846410123016,-0.0767574422689401,0.584840218634888
olimpica,coyoacan,11,1195.54545454545,158634.272727273,0.440348692403487,0.12704999282997,0.000131639570854999,25.2727272727273,0.475340754360528,0.950482284629758,0.425843765239416,0.35216854451963,0.583349373648895
cantera,tlalpan,6,2538,58803.1666666667,0.201826484018265,0.356432736761348,0.000131639570854999,56.8333333333333,3.1870091290272,-0.982405774008283,0.425843765239416,-0.818258101511451,0.582898139251267
aragon la villa,gustavo a madero,6,732.333333333333,161185.666666667,0.581735159817352,0.107509333931745,0.00118475613769499,33.6666666666667,-0.46031674265206,2.09622136011204,-0.0285477711330616,0.451874858357818,0.575436802682944
dos lagos,miguel hidalgo,68,1611.48529411765,166637.941176471,0.325624496373892,0.0986929409256557,0.000263279141709998,57.0882352941177,1.31551140486843,0.020803534614493,0.369044823192856,0.496860549606225,0.574075556404695
san miguel chapultepec,miguel hidalgo,117,1534.48717948718,191551.316239316,0.400140498770636,0.108430796525336,0.00171131442111499,47.8547008547009,1.15998036431339,0.624651252548976,-0.255743539319302,0.447173090673052,0.573675395329459
barrio san francisco,la magdalena contreras,5,1670.2,198173.6,0.335342465753425,0.178026758796454,0.000131639570854999,35,1.43411118287069,0.099554050531117,0.425843765239416,0.0920593305784457,0.563680189184115
reforma social,miguel hidalgo,110,1611.36363636364,179180.590909091,0.32453300124533,0.126194284545963,0.000197459356282499,77.2545454545455,1.31526566434396,0.0119584970209631,0.397444294216136,0.356534800497153,0.548963067352135
observatorio,miguel hidalgo,20,1380.05,244160.15,0.390684931506849,0.0962552895804436,0.000855657210557494,79.55,0.848027593244847,0.548027137857298,0.113449583983337,0.509298678295728,0.543366071786457
irrigacion,miguel hidalgo,222,1894.10810810811,179392.815315315,0.279094162655807,0.117363889971186,0.00111893635226749,41.9684684684685,1.88639058230661,-0.356259578363555,-0.000148300109781487,0.401591934822742,0.539328028125509
la cruz coyuya,iztacalco,7,1252.85714285714,207707,0.457142857142857,0.2208985329759,0.000526558283419996,53.8571428571429,0.591106530728724,1.08657544215705,0.255446939099737,-0.126694120541066,0.529055155577468
agricultura,miguel hidalgo,43,890.372093023256,149156.837209302,0.506849315068493,0.112141551073792,0.000789837425129994,26.6279069767442,-0.14108902051149,1.48937658848255,0.141849055006617,0.428238946255923,0.518503870643826
palo alto,cuajimalpa de morelos,19,2166.73684210526,147994.842105263,0.179379956741168,0.161663846028137,6.58197854274995e-05,15.3684210526316,2.4370823867395,-1.1643034045288,0.454243236262695,0.175551178232204,0.507792577562189
florida,alvaro obregon,11,1204.54545454545,217273.909090909,0.448318804483188,0.215389532327815,0.000263279141709998,41,0.493520152281027,1.01506886786305,0.369044823192856,-0.0985844160314269,0.506668787475509
romero rubio,venustiano carranza,14,1074.5,192603.071428571,0.458121330724071,0.0927683364565674,0.00111893635226749,50.5714285714286,0.230837033843926,1.09450459858079,-0.000148300109781487,0.527090874777896,0.502991004661036
industrial puerto aereo,venustiano carranza,5,2424,112463.4,0.12,0.15152671809865,0.000394918712564997,58,2.95673675536755,-1.64549469520343,0.312245881146296,0.227275926308488,0.501276979540193
