alcaldia_clean,colonia_clean,alto_impacto_violación_tasa_2023,alto_impacto_robo_a_transeunte_en_vía_pública_con_y_sin_violencia_tasa_2023,alto_impacto_robo_a_negocio_con_violencia_tasa_2023,alto_impacto_robo_de_vehículo_con_y_sin_violencia_tasa_2023,alto_impacto_robo_a_repartidor_con_y_sin_violencia_tasa_2023,alto_impacto_homicidio_doloso_tasa_2023,alto_impacto_violación_tasa_2024,alto_impacto_robo_a_transeunte_en_vía_pública_con_y_sin_violencia_tasa_2024,alto_impacto_lesiones_dolosas_por_disparo_de_arma_de_fuego_tasa_2024,alto_impacto_robo_a_pasajero_a_bordo_del_metro_con_y_sin_violencia_tasa_2024,alto_impacto_robo_de_vehículo_con_y_sin_violencia_tasa_2024,alto_impacto_robo_a_repartidor_con_y_sin_violencia_tasa_2024,alto_impacto_robo_a_negocio_con_violencia_tasa_2024,alto_impacto_robo_a_pasajero_a_bordo_de_microbus_con_y_sin_violencia_tasa_2024,alto_impacto_homicidio_doloso_tasa_2024,alto_impacto_robo_a_pasajero_a_bordo_de_taxi_con_violencia_tasa_2024,alto_impacto_robo_a_transeunte_en_vía_pública_con_y_sin_violencia_tasa_2025,alto_impacto_robo_a_negocio_con_violencia_tasa_2025,alto_impacto_lesiones_dolosas_por_disparo_de_arma_de_fuego_tasa_2025,alto_impacto_robo_a_repartidor_con_y_sin_violencia_tasa_2025,alto_impacto_robo_de_vehículo_con_y_sin_violencia_tasa_2025,alto_impacto_violación_tasa_2025,alto_impacto_homicidio_doloso_tasa_2025,alto_impacto_robo_a_casa_habitación_con_violencia_tasa_2025,alto_impacto_robo_a_pasajero_a_bordo_de_microbus_con_y_sin_violencia_tasa_2025,alto_impacto_robo_a_pasajero_a_bordo_de_taxi_con_violencia_tasa_2025,alto_impacto_robo_a_pasajero_a_bordo_del_metro_con_y_sin_violencia_tasa_2025,alto_impacto_robo_a_cuentahabiente_saliendo_del_cajero_con_violencia_tasa_2025,alto_impacto_robo_a_transportista_con_y_sin_violencia_tasa_2025,alto_impacto_secuestro_tasa_2025,alto_impacto_total_tasa_2023,alto_impacto_total_tasa_2024,alto_impacto_total_tasa_2025
iztapalapa,santa maria del monte,0,0,0,0,0,0,0,0.00909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001953125,0
iztapalapa,santa martha acatitla,0,0,0,0,0,0,0.00606060606060606,0.00909090909090909,0,0,0,0,0,0.0909090909090909,0,0,0.00253485424588086,0,0,0,0.0031638418079096,0.00271493212669683,0.0031201248049922,0.0116959064327485,0.0185185185185185,0.015625,0.00835073068893528,0,0,0,0,0.005859375,0.00309352991509248
iztapalapa,santa martha acatitla norte,0,0,0,0,0,0,0,0,0,0,0,0.0454545454545455,0,0,0,0,0.00235379322831794,0.00221729490022173,0,0,0.0031638418079096,0.00271493212669683,0.0015600624024961,0,0,0,0,0,0,0,0,0.001953125,0.00223787270453498
iztapalapa,sector popular,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.00253485424588086,0.00147819660014782,0.00309597523219814,0,0.0031638418079096,0,0,0,0,0,0,0,0,0,0,0.001953125,0.00204041334825248
iztapalapa,tepalcates,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.00398334238638421,0.00369549150036955,0,0.0025706940874036,0.00248587570621469,0.00271493212669683,0.0015600624024961,0,0.0185185185185185,0,0,0,0,0,0,0.001953125,0.00302771012966498
iztapalapa,unidad ejercito constitucionalista,0,0,0,0,0,0,0,0.0181818181818182,0,0,0,0,0,0.0909090909090909,0,0,0.00561289154445048,0.00147819660014782,0.00309597523219814,0.0025706940874036,0.00180790960451977,0.000904977375565611,0.0015600624024961,0,0.0123456790123457,0,0.00104384133611691,0,0,0,0,0.005859375,0.00315934970051998
iztapalapa,unidad vicente guerrero,0,0,0,0,0,0,0,0.00909090909090909,0,0,0.00735294117647059,0,0,0,0,0,0.00452652543907297,0.00073909830007391,0.0185758513931889,0.0077120822622108,0.00338983050847458,0.00271493212669683,0.0046801872074883,0.00584795321637427,0.00617283950617284,0.015625,0,0,0,0,0,0.00390625,0.00388336734022247
iztapalapa,valle del sur,0,0,0,0,0,0,0.00606060606060606,0,0,0,0.00735294117647059,0,0,0,0,0,0,0.00073909830007391,0,0,0.000677966101694915,0,0.0015600624024961,0,0,0,0,0,0,0,0,0.00390625,0.000329098927137498
iztapalapa,xalpa,0,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0.00398334238638421,0.00295639320029564,0.00309597523219814,0.0077120822622108,0.00248587570621469,0.00271493212669683,0.0031201248049922,0,0.00617283950617284,0.015625,0,0,0,0,0,0.001953125,0.00315934970051998
iztapalapa,xopa,0,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001953125,0
la magdalena contreras,ampliacion lomas de san bernabe,0,0,0,0,0,0,0,0.00909090909090909,0,0,0,0,0,0,0,0,0.000543183052688756,0,0,0.0051413881748072,0.000451977401129944,0,0,0,0,0,0,0,0,0,0,0.001953125,0.000460738497992497
la magdalena contreras,cuauhtemoc,0,0,0,0,0,0,0,0.00909090909090909,0,0,0,0,0,0,0,0,0.000362122035125837,0.00147819660014782,0,0,0.000225988700564972,0.000904977375565611,0,0.00584795321637427,0,0,0,0,0,0,0,0.001953125,0.000460738497992497
la magdalena contreras,independencia batan norte,0,0,0,0,0,0,0,0.00909090909090909,0,0,0,0,0,0,0,0,0,0.00073909830007391,0,0,0.000225988700564972,0,0,0,0.00617283950617284,0,0,0,0,0,0,0.001953125,0.000197459356282499
la magdalena contreras,la cruz,0,0,0,0,0,0,0,0,0,0,0,0,0.0454545454545455,0,0,0,0.000362122035125837,0.00073909830007391,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001953125,0.000197459356282499
la magdalena contreras,las cruces,0,0,0,0,0,0,0,0.00909090909090909,0,0,0.00735294117647059,0,0,0,0,0,0.000362122035125837,0,0,0,0.000903954802259887,0.00180995475113122,0.0046801872074883,0,0,0,0,0,0,0,0,0.00390625,0.000724017639702495
la magdalena contreras,san jeronimo aculco,0,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0.000543183052688756,0.00147819660014782,0,0,0.00180790960451977,0.000904977375565611,0.0015600624024961,0,0.00617283950617284,0,0,0,0,0,0,0.001953125,0.00105311656683999
miguel hidalgo,10 de abril,0,0,0,0,0,0,0,0.00909090909090909,0,0,0,0,0,0,0,0,0.000181061017562919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001953125,6.58197854274995e-05
miguel hidalgo,16 de septiembre,0,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0.000362122035125837,0,0.00309597523219814,0,0,0.000904977375565611,0,0,0,0,0,0,0,0,0,0.001953125,0.000263279141709998
miguel hidalgo,anzures,0,0,0,0,0,0,0,0.00909090909090909,0,0,0,0,0,0,0,0,0.00108636610537751,0.00295639320029564,0,0,0.0015819209039548,0.00271493212669683,0,0,0,0,0,0,0,0,0,0.001953125,0.00131639570854999
miguel hidalgo,argentina poniente,0,0,0,0,0,0,0,0,0,0.0303030303030303,0,0,0,0,0,0,0.00126742712294043,0.00295639320029564,0,0,0.0015819209039548,0.00180995475113122,0,0,0,0,0.00417536534446764,0,0,0,0,0.001953125,0.00157967485025999
miguel hidalgo,bosque de chapultepec i seccion,0,0,0,0,0,0,0,0.00909090909090909,0,0,0,0,0,0,0,0,0.00162954915806627,0,0,0,0,0,0,0,0,0,0.00521920668058455,0,0,0,0,0.001953125,0.000921476995984993
miguel hidalgo,daniel garza,0,0,0,0,0,0,0,0.00909090909090909,0,0,0,0,0,0,0,0,0.000905305087814594,0.00073909830007391,0.00309597523219814,0,0.000225988700564972,0.000904977375565611,0.0015600624024961,0,0,0,0,0,0,0,0,0.001953125,0.000658197854274995
miguel hidalgo,irrigacion,0,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0.000724244070251675,0.00517368810051737,0,0.0025706940874036,0.000677966101694915,0,0,0,0,0.015625,0,0.0169491525423729,0,0,0,0.001953125,0.00111893635226749
miguel hidalgo,legaria,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.000181061017562919,0,0.00309597523219814,0,0.000225988700564972,0.00180995475113122,0.0015600624024961,0,0,0,0.00104384133611691,0,0,0,0,0.001953125,0.000460738497992497
miguel hidalgo,lomas de bezares,0,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0,0.00073909830007391,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001953125,6.58197854274995e-05
miguel hidalgo,lomas de chapultepec i seccion,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.00108636610537751,0.00073909830007391,0.00309597523219814,0,0.00203389830508475,0.000904977375565611,0,0,0,0,0,0,0,0,0,0.001953125,0.00118475613769499
miguel hidalgo,periodista,0,0,0,0,0,0,0,0,0,0,0,0,0.0454545454545455,0,0,0,0.000362122035125837,0.00147819660014782,0,0,0.00112994350282486,0,0,0,0,0,0,0,0,0,0,0.001953125,0.000592378068847496
miguel hidalgo,popotla,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0.0454545454545455,0,0,0,0.00181061017562919,0.00591278640059128,0.00309597523219814,0,0.000903954802259887,0.00180995475113122,0,0,0,0,0.0135699373695198,0.0169491525423729,0,0,0,0.00390625,0.00256697163167248
miguel hidalgo,san diego ocoyoacac,0,0,0,0,0,0,0,0,0,0,0,0.0454545454545455,0,0,0,0,0.000905305087814594,0.00147819660014782,0,0,0.000903954802259887,0,0,0,0,0,0,0,0,0,0,0.001953125,0.000724017639702495
miguel hidalgo,tacuba,0,0,0,0,0,0,0,0.00909090909090909,0,0.0606060606060606,0,0,0,0,0,0,0.00398334238638421,0.00665188470066519,0.00309597523219814,0.0051413881748072,0.00338983050847458,0.00271493212669683,0,0,0,0,0.0198329853862213,0,0,0,0,0.005859375,0.00467320476535247
miguel hidalgo,tlaxpana,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.00108636610537751,0,0,0.0025706940874036,0.000903954802259887,0,0.0015600624024961,0,0,0,0,0,0,0.0833333333333333,0,0.001953125,0.000855657210557494
miguel hidalgo,unidad hab lomas de sotelo,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.000362122035125837,0,0,0,0.00112994350282486,0.000904977375565611,0,0,0,0,0,0,0,0,0,0.001953125,0.000526558283419996
milpa alta,cruztitla (san antonio tecomitl),0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.000724244070251675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001953125,0.000263279141709998
milpa alta,nochtla (san pedro atocpan),0,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0.000181061017562919,0,0,0,0.000225988700564972,0.000904977375565611,0.0015600624024961,0,0,0,0,0,0,0,0,0.001953125,0.000263279141709998
milpa alta,san agustin (villa milpa alta),0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.000181061017562919,0,0,0,0.000225988700564972,0,0,0,0,0,0,0,0,0,0,0.001953125,0.000131639570854999
milpa alta,san bartolome xicomulco,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.000905305087814594,0.00073909830007391,0,0,0.000225988700564972,0,0.0015600624024961,0,0,0,0,0,0,0,0,0.001953125,0.000526558283419996
milpa alta,san mateo (villa milpa alta),0,0,0,0,0,0,0,0.00909090909090909,0,0,0,0,0,0,0,0,0,0,0,0.0025706940874036,0.000225988700564972,0,0,0,0,0,0,0,0,0,0,0.001953125,0.000131639570854999
milpa alta,san miguel (san pablo oztotepec),0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.000543183052688756,0.00147819660014782,0.00309597523219814,0,0.000451977401129944,0,0,0,0,0,0,0,0,0,0,0.001953125,0.000526558283419996
milpa alta,san salvador cuauhtenco seccion ii,0,0,0,0,0,0,0,0.00909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0.000225988700564972,0,0,0,0,0,0,0,0,0,0,0.001953125,6.58197854274995e-05
milpa alta,tecaxtitla (san antonio tecomitl),0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000451977401129944,0.000904977375565611,0,0,0,0,0,0,0,0,0,0.001953125,0.000197459356282499
milpa alta,tenantitla (san antonio tecomitl),0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.000362122035125837,0.00147819660014782,0,0,0.000677966101694915,0.000904977375565611,0.0015600624024961,0,0,0,0,0,0,0,0,0.001953125,0.000592378068847496
tlahuac,ampliacion santa catarina,0,0,0,0,0,0,0,0.00909090909090909,0,0,0,0,0,0,0,0,0.000362122035125837,0,0.00309597523219814,0,0.000451977401129944,0,0.0015600624024961,0,0.00617283950617284,0,0,0,0,0,0,0.001953125,0.000460738497992497
tlahuac,conchita a,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.000362122035125837,0,0.00619195046439629,0,0,0,0.0031201248049922,0,0,0,0,0,0,0,0,0.001953125,0.000394918712564997
tlahuac,dr francisco cabrera,0,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0.000543183052688756,0,0,0.0025706940874036,0.000451977401129944,0.00180995475113122,0,0,0,0,0,0,0,0,0,0.001953125,0.000526558283419996
tlahuac,los reyes,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.000905305087814594,0.00073909830007391,0,0,0.000903954802259887,0.000904977375565611,0,0,0,0,0,0,0,0,0,0.001953125,0.000724017639702495
tlahuac,miguel hidalgo,0,0,0,0,0,0,0,0.00909090909090909,0,0,0,0,0,0,0,0,0.00162954915806627,0.00147819660014782,0.00619195046439629,0,0.00519774011299435,0,0.0015600624024961,0.00584795321637427,0,0,0,0,0,0,0,0.001953125,0.00250115184624498
tlahuac,san francisco tlaltenco,0,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0.000905305087814594,0.00221729490022173,0.00928792569659443,0,0.00180790960451977,0,0.0062402496099844,0,0,0,0.00208768267223382,0,0,0,0,0.001953125,0.00164549463568749
tlahuac,selene 1a seccion,0,0,0,0,0,0,0,0.00909090909090909,0,0,0,0,0,0,0,0,0.00144848814050335,0.00147819660014782,0,0.0025706940874036,0.000677966101694915,0.000904977375565611,0.0015600624024961,0,0,0,0,0,0,0,0,0.001953125,0.00105311656683999
tlahuac,villa centro americana,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.000181061017562919,0,0,0,0.000451977401129944,0.000904977375565611,0.0015600624024961,0,0,0,0,0,0,0,0,0.001953125,0.000329098927137498
tlahuac,zacatenco,0,0,0,0,0,0,0,0.00909090909090909,0,0,0,0,0,0,0,0,0,0.00073909830007391,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001953125,6.58197854274995e-05
tlalpan,barrio el truenito,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000225988700564972,0,0,0,0,0,0,0,0,0,0,0.001953125,6.58197854274995e-05
tlalpan,barrio la fama,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001953125,0
tlalpan,belisario dominguez seccion xvi,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.000905305087814594,0.00517368810051737,0,0,0.00112994350282486,0.000904977375565611,0,0,0,0,0.00104384133611691,0.0169491525423729,0,0,0,0.001953125,0.00131639570854999
tlalpan,bosques del pedregal,0,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0.000362122035125837,0.00295639320029564,0,0,0,0.00180995475113122,0,0,0,0,0,0,0,0,0,0.001953125,0.000526558283419996
tlalpan,club de golf mexico,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.000362122035125837,0,0,0,0.000451977401129944,0,0,0,0,0,0,0,0,0,0,0.001953125,0.000263279141709998
tlalpan,cruz del farol,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909090909090909,0,0,0.000181061017562919,0,0,0,0,0.000904977375565611,0,0,0,0,0,0,0,0,0,0.001953125,0.000131639570854999
tlalpan,equipamiento fabrica fisisa i,0,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0,0.00147819660014782,0,0,0.000451977401129944,0,0,0,0,0,0,0,0,0,0,0.001953125,0.000263279141709998
tlalpan,ex hacienda san juan de dios,0,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0.000181061017562919,0.00073909830007391,0.00309597523219814,0,0.00135593220338983,0.000904977375565611,0,0,0,0,0,0,0,0,0,0.001953125,0.000658197854274995
tlalpan,gabriel ramos millan,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.000181061017562919,0,0,0,0.000225988700564972,0,0,0,0,0,0,0,0,0,0,0.001953125,0.000131639570854999
tlalpan,granjas coapa,0,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0.000905305087814594,0.00295639320029564,0,0,0.00338983050847458,0.000904977375565611,0,0,0.0123456790123457,0,0,0.0169491525423729,0,0,0,0.001953125,0.00184295399196999
tlalpan,heroes de 1910,0,0,0,0,0,0,0,0.00909090909090909,0,0,0,0,0,0,0,0,0.000181061017562919,0,0,0,0.000903954802259887,0,0.0015600624024961,0,0,0,0,0,0,0,0,0.001953125,0.000394918712564997
tlalpan,heroes de padierna,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909090909090909,0.2,0,0.00199167119319211,0.00443458980044346,0.00309597523219814,0.0051413881748072,0.00361581920903955,0.000904977375565611,0.0015600624024961,0.00584795321637427,0,0,0,0,0,0,0,0.00390625,0.00256697163167248
tlalpan,lomas altas de padierna sur,0,0,0,0,0,0,0.00606060606060606,0.00909090909090909,0,0,0.0147058823529412,0,0,0,0,0,0.000181061017562919,0,0,0,0,0.00180995475113122,0,0,0,0,0,0,0,0,0,0.0078125,0.000197459356282499
tlalpan,los volcanes,0,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0,0,0,0,0.000225988700564972,0,0,0,0,0,0,0,0,0,0,0.001953125,6.58197854274995e-05
tlalpan,mesa de los hornos,0,0,0,0,0,0,0.00606060606060606,0,0,0,0.00735294117647059,0,0,0,0,0,0,0.00073909830007391,0,0,0.000451977401129944,0.000904977375565611,0,0,0,0,0,0,0,0,0,0.00390625,0.000263279141709998
tlalpan,miguel hidalgo 2a seccion,0,0,0,0,0,0,0,0.00909090909090909,0,0,0,0,0,0,0,0,0.000543183052688756,0.00147819660014782,0,0,0.000451977401129944,0,0,0.00584795321637427,0,0,0,0,0,0,0,0.001953125,0.000526558283419996
tlalpan,miguel hidalgo 4a seccion,0,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0.000181061017562919,0.00221729490022173,0.00309597523219814,0,0.00112994350282486,0,0.0031201248049922,0.00584795321637427,0,0,0,0,0,0,0,0.001953125,0.000855657210557494
tlalpan,narciso mendoza super manzana 3 villa coapa,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0.000543183052688756,0,0,0,0.000225988700564972,0,0,0.00584795321637427,0,0,0,0,0,0,0,0.001953125,0.000329098927137498
tlalpan,narciso mendoza super manzana 5 villa coapa,0,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0,0,0,0,0.000451977401129944,0.000904977375565611,0,0,0,0,0,0,0,0,0,0.001953125,0.000197459356282499
tlalpan,paraje 38,0,0,0,0,0,0,0.00606060606060606,0.00909090909090909,0,0,0,0,0,0,0,0,0.000181061017562919,0,0.00309597523219814,0,0,0.000904977375565611,0,0.00584795321637427,0,0,0,0,0,0,0,0.00390625,0.000263279141709998
tlalpan,parres el guarda,0,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0.000362122035125837,0.00073909830007391,0,0.0025706940874036,0.00338983050847458,0,0.0015600624024961,0,0,0,0,0,0.125,0,0,0.001953125,0.00138221549397749
tlalpan,pedregal de san nicolas 1a seccion,0,0,0,0,0,0,0.00606060606060606,0,0,0,0.00735294117647059,0,0,0,0,0,0.000543183052688756,0,0,0.0025706940874036,0.00180790960451977,0.00271493212669683,0,0,0,0,0,0,0,0,0,0.00390625,0.000987296781412493
tlalpan,residencial hacienda coapa,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001953125,0
tlalpan,san andres totoltepec,0,0,0,0,0,0,0.00606060606060606,0.00909090909090909,0,0,0.00735294117647059,0,0,0,0,0,0.00162954915806627,0.00295639320029564,0.00309597523219814,0,0.00610169491525424,0.00723981900452489,0.0031201248049922,0.00584795321637427,0,0.015625,0,0,0,0,0,0.005859375,0.00348844862765747
tlalpan,san lorenzo huipulco,0,0,0,0,0,0,0,0.00909090909090909,0,0,0,0,0,0,0,0,0.00108636610537751,0.00073909830007391,0,0.0025706940874036,0.00135593220338983,0,0,0,0.0123456790123457,0,0,0,0,0,0,0.001953125,0.00105311656683999
tlalpan,san miguel xicalco,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.000181061017562919,0,0,0.0025706940874036,0.000225988700564972,0.00180995475113122,0.0015600624024961,0.00584795321637427,0,0,0,0,0,0,0,0.001953125,0.000460738497992497
tlalpan,san pedro martir,0,0,0,0,0,0,0,0,0,0,0.0147058823529412,0,0,0,0,0,0.00199167119319211,0.00147819660014782,0.00309597523219814,0,0.00225988700564972,0,0.0031201248049922,0,0,0,0,0,0,0,0,0.00390625,0.00171131442111499
tlalpan,santa cruz,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.000181061017562919,0,0,0.0025706940874036,0.000225988700564972,0.00180995475113122,0,0,0,0,0,0,0,0,0,0.001953125,0.000329098927137498
tlalpan,santa ursula xitla,0,0,0,0,0,0,0,0,0,0,0,0.0454545454545455,0,0,0,0,0.000543183052688756,0.00221729490022173,0,0,0.000903954802259887,0,0,0,0,0,0,0,0,0,0,0.001953125,0.000658197854274995
tlalpan,santo tomas ajusco,0,0,0,0,0,0,0.0121212121212121,0,0,0,0,0,0,0,0,0,0.000362122035125837,0.00073909830007391,0.00309597523219814,0,0.00248587570621469,0,0.0093603744149766,0.00584795321637427,0,0,0,0,0,0,0,0.00390625,0.00144803527940499
tlalpan,tecorral,0,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0,0,0,0,0,0.000904977375565611,0,0,0,0,0,0,0,0,0,0.001953125,6.58197854274995e-05
tlalpan,toriello guerra,0,0,0,0,0,0,0,0,0,0,0,0,0.0454545454545455,0,0,0,0.00162954915806627,0.00295639320029564,0,0,0.00293785310734463,0,0,0,0.00617283950617284,0,0,0,0,0,0,0.001953125,0.00177713420654249
venustiano carranza,20 de noviembre,0,0,0,0,0,0,0,0,0,0,0.0147058823529412,0,0,0,0,0,0.00126742712294043,0.00369549150036955,0,0.0025706940874036,0.000677966101694915,0,0,0,0.00617283950617284,0,0,0,0,0,0,0.00390625,0.00111893635226749
venustiano carranza,ampliacion michoacana,0,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0.000181061017562919,0,0,0,0.000451977401129944,0,0,0,0,0,0,0,0,0,0,0.001953125,0.000197459356282499
venustiano carranza,ampliacion simon bolivar,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000451977401129944,0.00180995475113122,0,0,0,0,0,0,0,0,0,0.001953125,0.000263279141709998
venustiano carranza,arenal 3a seccion,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.000181061017562919,0,0,0,0.000225988700564972,0,0,0,0,0,0,0,0,0,0,0.001953125,0.000131639570854999
venustiano carranza,cuchilla pantitlan,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.000362122035125837,0,0,0,0.000225988700564972,0.000904977375565611,0,0,0,0,0,0,0,0,0,0.001953125,0.000263279141709998
venustiano carranza,emilio carranza,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.00108636610537751,0.00147819660014782,0.00309597523219814,0,0,0,0.0015600624024961,0,0,0,0,0,0,0,0,0.001953125,0.000658197854274995
venustiano carranza,federal,0,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0.000543183052688756,0.00073909830007391,0,0,0.00248587570621469,0,0.0015600624024961,0,0.00617283950617284,0,0.00104384133611691,0,0,0,0,0.001953125,0.00118475613769499
venustiano carranza,jardin balbuena,0,0,0,0,0,0,0.00606060606060606,0,0,0.0303030303030303,0,0,0.0454545454545455,0,0,0,0.00452652543907297,0.00591278640059128,0,0.0025706940874036,0.00610169491525424,0.000904977375565611,0.0015600624024961,0.0233918128654971,0,0,0.00730688935281837,0.0169491525423729,0.125,0,0,0.005859375,0.00500230369248996
venustiano carranza,moctezuma 2a seccion,0,0,0,0,0,0,0.0121212121212121,0.0181818181818182,0,0,0,0.0454545454545455,0,0,0,0,0.00344015933369546,0.00517368810051737,0.00928792569659443,0,0.00677966101694915,0.0081447963800905,0.0015600624024961,0.0116959064327485,0.00617283950617284,0,0.00104384133611691,0.0169491525423729,0,0,0,0.009765625,0.00487066412163496
venustiano carranza,morelos,0,0,0,0,0,0,0,0.00909090909090909,0,0,0.00735294117647059,0,0,0,0,0,0.00398334238638421,0.00147819660014782,0.00619195046439629,0.0025706940874036,0.0015819209039548,0,0.0140405616224649,0.0116959064327485,0.00617283950617284,0,0.00208768267223382,0,0,0,0,0.00390625,0.00315934970051998
venustiano carranza,penon de los banos,0,0,0,0,0,0,0,0.00909090909090909,0,0,0,0,0.0454545454545455,0,0,0,0.00126742712294043,0.00221729490022173,0,0.0025706940874036,0.00180790960451977,0.000904977375565611,0.0062402496099844,0,0,0.03125,0.00104384133611691,0,0,0,0,0.00390625,0.00177713420654249
venustiano carranza,simon bolivar,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.000543183052688756,0,0.00309597523219814,0,0.000677966101694915,0,0.0031201248049922,0,0,0,0.00104384133611691,0,0,0,0,0.001953125,0.000658197854274995
venustiano carranza,valle gomez,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0.00108636610537751,0.00147819660014782,0.00309597523219814,0.0025706940874036,0.000451977401129944,0.00452488687782806,0.0031201248049922,0,0,0.015625,0.00104384133611691,0,0,0,0,0.001953125,0.00138221549397749
venustiano carranza,zona centro,0,0,0,0,0,0,0,0.00909090909090909,0,0.0303030303030303,0,0,0,0,0,0,0.00887198986058302,0.00443458980044346,0,0,0.000903954802259887,0.00180995475113122,0.0109204368174727,0,0,0,0.00730688935281837,0.0169491525423729,0,0,0,0.00390625,0.00500230369248996
xochimilco,nativitas,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000225988700564972,0.000904977375565611,0,0,0,0,0,0,0,0,0,0.001953125,0.000131639570854999
xochimilco,san francisco tlalnepantla,0,0,0,0,0,0,0.00606060606060606,0,0,0,0.00735294117647059,0,0,0,0,0,0.000362122035125837,0.00073909830007391,0,0,0.000677966101694915,0,0,0,0,0,0,0,0,0,0,0.00390625,0.000394918712564997
