alcaldia_clean,colonia_clean,alto_impacto_violación_tasa_2023,alto_impacto_robo_a_transeunte_en_vía_pública_con_y_sin_violencia_tasa_2023,alto_impacto_robo_a_negocio_con_violencia_tasa_2023,alto_impacto_robo_de_vehículo_con_y_sin_violencia_tasa_2023,alto_impacto_robo_a_repartidor_con_y_sin_violencia_tasa_2023,alto_impacto_homicidio_doloso_tasa_2023,alto_impacto_violación_tasa_2024,alto_impacto_robo_a_transeunte_en_vía_pública_con_y_sin_violencia_tasa_2024,alto_impacto_lesiones_dolosas_por_disparo_de_arma_de_fuego_tasa_2024,alto_impacto_robo_a_pasajero_a_bordo_del_metro_con_y_sin_violencia_tasa_2024,alto_impacto_robo_de_vehículo_con_y_sin_violencia_tasa_2024,alto_impacto_robo_a_repartidor_con_y_sin_violencia_tasa_2024,alto_impacto_robo_a_negocio_con_violencia_tasa_2024,alto_impacto_robo_a_pasajero_a_bordo_de_microbus_con_y_sin_violencia_tasa_2024,alto_impacto_homicidio_doloso_tasa_2024,alto_impacto_robo_a_pasajero_a_bordo_de_taxi_con_violencia_tasa_2024,alto_impacto_robo_a_transeunte_en_vía_pública_con_y_sin_violencia_tasa_2025,alto_impacto_robo_a_negocio_con_violencia_tasa_2025,alto_impacto_lesiones_dolosas_por_disparo_de_arma_de_fuego_tasa_2025,alto_impacto_robo_a_repartidor_con_y_sin_violencia_tasa_2025,alto_impacto_robo_de_vehículo_con_y_sin_violencia_tasa_2025,alto_impacto_violación_tasa_2025,alto_impacto_homicidio_doloso_tasa_2025,alto_impacto_robo_a_casa_habitación_con_violencia_tasa_2025,alto_impacto_robo_a_pasajero_a_bordo_de_microbus_con_y_sin_violencia_tasa_2025,alto_impacto_robo_a_pasajero_a_bordo_de_taxi_con_violencia_tasa_2025,alto_impacto_robo_a_pasajero_a_bordo_del_metro_con_y_sin_violencia_tasa_2025,alto_impacto_robo_a_cuentahabiente_saliendo_del_cajero_con_violencia_tasa_2025,alto_impacto_robo_a_transportista_con_y_sin_violencia_tasa_2025,alto_impacto_secuestro_tasa_2025,alto_impacto_total_tasa_2023,alto_impacto_total_tasa_2024,alto_impacto_total_tasa_2025
alvaro obregon,acueducto,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000905305087814594,0.00073909830007391,0.00309597523219814,0.0025706940874036,0.000225988700564972,0.000904977375565611,0.0031201248049922,0,0,0,0,0,0,0,0.0185185185185185,0,0.000789837425129994
alvaro obregon,zedec santa fe,0.05,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.00217273221075502,0.00073909830007391,0,0.0025706940874036,0.0015819209039548,0.00271493212669683,0,0,0,0,0,0,0,0,0.037037037037037,0.001953125,0.00157967485025999
azcapotzalco,nuevo barrio san rafael,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000181061017562919,0,0,0,0.000225988700564972,0,0,0,0,0,0,0,0,0,0.0185185185185185,0,0.000131639570854999
azcapotzalco,tezozomoc,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126742712294043,0.00073909830007391,0,0,0.000225988700564972,0.00180995475113122,0,0,0,0,0.00104384133611691,0,0,0,0.0185185185185185,0,0.000789837425129994
benito juarez,del valle centro,0,0,1,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0.00615607459713924,0.00886917960088692,0.00309597523219814,0.0025706940874036,0.00768361581920904,0.0135746606334842,0.0015600624024961,0.0116959064327485,0.00617283950617284,0.015625,0.00939457202505219,0.0508474576271187,0,0,0.0185185185185185,0.001953125,0.00750345553873494
benito juarez,general pedro maria anaya,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0.00108636610537751,0,0,0,0.00135593220338983,0.00180995475113122,0,0,0,0,0,0,0,0,0.0185185185185185,0,0.000921476995984993
benito juarez,portales oriente,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000905305087814594,0.00147819660014782,0,0,0.000903954802259887,0,0,0,0.0123456790123457,0,0,0,0,0,0.0185185185185185,0,0.000855657210557494
coyoacan,pedregal de santa ursula,0.025,0,0,0,0,0,0,0.00909090909090909,0,0,0,0,0,0,0,0,0.00470758645663589,0.0147819660014782,0.00619195046439629,0.0051413881748072,0.00429378531073446,0.00271493212669683,0.0031201248049922,0,0,0,0,0,0,0,0.0185185185185185,0.001953125,0.00487066412163496
cuajimalpa de morelos,contadero,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000181061017562919,0,0,0,0.000225988700564972,0.00180995475113122,0,0.00584795321637427,0,0,0,0,0,0,0.0185185185185185,0,0.000329098927137498
cuajimalpa de morelos,san mateo tlaltenango,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000362122035125837,0.00073909830007391,0,0,0.000677966101694915,0.00180995475113122,0.0015600624024961,0,0,0,0,0,0,0,0.0185185185185185,0,0.000592378068847496
cuauhtemoc,cuauhtemoc,0,0.25,0,0,0,0,0,0.00909090909090909,0,0,0,0,0,0,0,0,0.00525076950932464,0.00221729490022173,0,0,0.00271186440677966,0.00361990950226244,0.0015600624024961,0.00584795321637427,0,0,0.00104384133611691,0,0,0,0.0185185185185185,0.001953125,0.00335680905680248
cuauhtemoc,hipodromo,0.025,0,0,0,0,0,0.00606060606060606,0,0,0,0.00735294117647059,0,0,0,0,0,0.00398334238638421,0.00073909830007391,0,0.0051413881748072,0.00293785310734463,0.00271493212669683,0.0015600624024961,0,0,0.015625,0.0135699373695198,0,0,0,0.0185185185185185,0.00390625,0.00368590798393997
cuauhtemoc,obrera,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00651819663226507,0.00221729490022173,0.00309597523219814,0.0025706940874036,0.0031638418079096,0.00723981900452489,0.0031201248049922,0,0,0,0.00939457202505219,0,0,0,0.0185185185185185,0,0.00487066412163496
cuauhtemoc,tabacalera,0.025,0,0,0,0,0,0.00606060606060606,0.0181818181818182,0,0.0303030303030303,0.0147058823529412,0,0,0,0,0,0.00362122035125837,0,0,0,0.0015819209039548,0.00633484162895928,0.0015600624024961,0,0,0,0.0146137787056367,0,0,0,0.0185185185185185,0.01171875,0.00322516948594748
gustavo a madero,acueducto de guadalupe,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000362122035125837,0.00517368810051737,0,0,0.00180790960451977,0,0,0,0,0,0,0,0,0,0.0185185185185185,0,0.00111893635226749
gustavo a madero,ampliacion emiliano zapata,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000181061017562919,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185185185185185,0,6.58197854274995e-05
gustavo a madero,campestre aragon,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000724244070251675,0.00073909830007391,0.00928792569659443,0,0.00112994350282486,0.00180995475113122,0.0015600624024961,0.00584795321637427,0,0,0,0,0,0,0.0185185185185185,0,0.00111893635226749
gustavo a madero,el olivo,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000724244070251675,0,0,0,0.000225988700564972,0,0,0,0,0,0,0,0,0,0.0185185185185185,0,0.000329098927137498
gustavo a madero,palmatitla,0,0,0,0.142857142857143,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000903954802259887,0,0.0015600624024961,0,0,0,0,0,0,0,0.0185185185185185,0.001953125,0.000329098927137498
gustavo a madero,salvador diaz miron,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0.000905305087814594,0.00147819660014782,0,0,0,0.00271493212669683,0,0.00584795321637427,0,0,0,0.0169491525423729,0,0,0.0185185185185185,0,0.000789837425129994
gustavo a madero,tepeyac insurgentes,0.025,0,0,0,0,0,0,0,0,0.0303030303030303,0,0,0,0,0,0,0.00307803729856962,0.00295639320029564,0.00309597523219814,0,0.00180790960451977,0.00361990950226244,0,0,0.00617283950617284,0,0.0104384133611691,0,0,0,0.0185185185185185,0.001953125,0.00296189034423748
gustavo a madero,vista hermosa,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000181061017562919,0,0,0,0.000677966101694915,0,0,0,0,0,0,0,0,0,0.037037037037037,0,0.000263279141709998
iztacalco,agricola pantitlan,0.025,0,0,0,0,0,0.0121212121212121,0.0181818181818182,0,0,0,0,0,0,0,0,0.00760456273764259,0.00665188470066519,0.00309597523219814,0.012853470437018,0.00836158192090396,0.0081447963800905,0.0031201248049922,0.0116959064327485,0.037037037037037,0,0.0438413361169102,0,0,0,0.0185185185185185,0.0078125,0.0102020667412624
iztacalco,reforma iztaccihuatl norte,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000225988700564972,0,0,0,0,0,0,0,0,0,0.0185185185185185,0,6.58197854274995e-05
iztapalapa,alvaro obregon,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235379322831794,0,0.00309597523219814,0,0.000451977401129944,0.000904977375565611,0,0,0.00617283950617284,0,0,0,0,0.0833333333333333,0.0185185185185185,0,0.00125057592312249
iztapalapa,buenavista,0,0,0,0,1,0,0.0121212121212121,0,0,0,0,0,0,0,0,0,0.00217273221075502,0.00221729490022173,0.00309597523219814,0.0077120822622108,0.00112994350282486,0.00542986425339367,0.0109204368174727,0.00584795321637427,0.00617283950617284,0,0,0,0,0,0.0185185185185185,0.00390625,0.00256697163167248
iztapalapa,estrella del sur,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00221729490022173,0,0,0.000677966101694915,0.00180995475113122,0.0015600624024961,0,0,0,0,0,0,0,0.0185185185185185,0,0.000592378068847496
iztapalapa,iztlahuacan,0,0,0,0,0,1,0,0,0,0,0.00735294117647059,0,0,0,0,0,0.00199167119319211,0.00073909830007391,0.00309597523219814,0,0.000677966101694915,0.00180995475113122,0,0.00584795321637427,0.0123456790123457,0,0,0,0,0,0.0185185185185185,0.001953125,0.00138221549397749
iztapalapa,lomas de san lorenzo,0.05,0,0,0,0,0,0.00606060606060606,0,0,0,0.00735294117647059,0,0,0,0,0,0.00271591526344378,0.00221729490022173,0.00928792569659443,0.0051413881748072,0.0031638418079096,0.00723981900452489,0.0078003120124805,0.0116959064327485,0.0123456790123457,0,0.00104384133611691,0,0,0,0.037037037037037,0.00390625,0.00362008819851247
iztapalapa,puente blanco,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0.00126742712294043,0,0,0,0.000903954802259887,0.00180995475113122,0,0,0.00617283950617284,0,0,0,0,0,0.0185185185185185,0,0.000921476995984993
iztapalapa,san andres tomatlan - zona urbana,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000362122035125837,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185185185185185,0,0.000131639570854999
iztapalapa,san antonio,0.025,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.00126742712294043,0,0,0,0.00225988700564972,0.00180995475113122,0.0046801872074883,0,0,0,0,0,0,0,0.0185185185185185,0.001953125,0.00144803527940499
iztapalapa,santa barbara,0.025,0,0,0,0,0,0,0,0,0.0303030303030303,0,0,0,0,0,0,0.000905305087814594,0.00147819660014782,0.00619195046439629,0.0025706940874036,0.000903954802259887,0,0.0031201248049922,0,0,0,0.00313152400835073,0,0,0,0.0185185185185185,0.001953125,0.00125057592312249
iztapalapa,santa martha acatitla sur,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028969762810067,0.00073909830007391,0.00309597523219814,0.0077120822622108,0.00135593220338983,0.00271493212669683,0.0015600624024961,0.0175438596491228,0,0,0.00313152400835073,0,0,0,0.0185185185185185,0,0.00243533206081748
iztapalapa,zona urbana ejidal santa maria aztahuacan,0.025,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.00217273221075502,0.00295639320029564,0.00309597523219814,0.0025706940874036,0.00271186440677966,0.00180995475113122,0.0062402496099844,0.00584795321637427,0,0,0,0,0,0,0.0185185185185185,0.001953125,0.00243533206081748
la magdalena contreras,pueblo nuevo alto,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000181061017562919,0.00073909830007391,0,0,0.000451977401129944,0.000904977375565611,0,0,0,0,0,0,0,0,0.0185185185185185,0,0.000329098927137498
la magdalena contreras,san bernabe ocotepec,0.025,0,0,0,0,0,0,0.00909090909090909,0,0,0,0,0,0,0,0,0.00199167119319211,0.00073909830007391,0.00309597523219814,0,0.000903954802259887,0.00180995475113122,0.0062402496099844,0,0,0,0,0,0,0,0.0185185185185185,0.001953125,0.00151385506483249
la magdalena contreras,san nicolas totolapan,0.025,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0.00126742712294043,0,0.00309597523219814,0.0025706940874036,0.00248587570621469,0.00452488687782806,0,0,0,0,0,0,0,0,0.0185185185185185,0.001953125,0.00164549463568749
miguel hidalgo,anahuac,0.025,0,0,0,0,0,0.00606060606060606,0.00909090909090909,0,0,0.0147058823529412,0,0,0,0,0,0.00398334238638421,0.0073909830007391,0.00619195046439629,0.0077120822622108,0.0031638418079096,0.00361990950226244,0,0.00584795321637427,0,0.015625,0,0,0,0,0.0185185185185185,0.0078125,0.00375172776936747
miguel hidalgo,polanco,0.025,0,0,0,0,0,0,0.0272727272727273,0,0,0.0147058823529412,0,0.0454545454545455,0,0,0,0.0028969762810067,0.00295639320029564,0.00309597523219814,0,0.00451977401129944,0.000904977375565611,0.0015600624024961,0.00584795321637427,0,0.015625,0.00730688935281837,0,0,0,0.0185185185185185,0.01171875,0.00342262884222997
tlahuac,ampliacion la conchita,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015600624024961,0,0,0,0,0,0,0,0.0185185185185185,0,6.58197854274995e-05
tlalpan,mirador ii,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000451977401129944,0.000904977375565611,0.0015600624024961,0,0,0,0,0,0,0,0.0185185185185185,0,0.000263279141709998
tlalpan,pedregal de las aguilas,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000181061017562919,0.00073909830007391,0,0,0.000451977401129944,0,0,0,0,0,0,0,0,0,0.0185185185185185,0,0.000263279141709998
tlalpan,pedregal de san nicolas 2a seccion,0.025,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0.000181061017562919,0.00073909830007391,0.00309597523219814,0,0.00135593220338983,0,0,0,0,0,0,0,0,0,0.0185185185185185,0.001953125,0.000592378068847496
tlalpan,san miguel topilejo,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028969762810067,0.00147819660014782,0.00928792569659443,0.0051413881748072,0.00587570621468927,0.00180995475113122,0.0062402496099844,0.00584795321637427,0,0,0,0,0,0.0833333333333333,0.0185185185185185,0,0.00375172776936747
tlalpan,villa olimpica,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00073909830007391,0,0,0.000903954802259887,0,0,0,0,0,0,0,0,0,0.0185185185185185,0,0.000329098927137498
venustiano carranza,romero rubio,0.025,0,0,0,0,0,0.00606060606060606,0,0,0,0.00735294117647059,0,0,0,0,0,0.00108636610537751,0.00295639320029564,0,0,0.000903954802259887,0.000904977375565611,0,0,0,0,0.00208768267223382,0,0,0,0.0185185185185185,0.00390625,0.00111893635226749
xochimilco,barrio 18,0.025,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.000543183052688756,0,0,0,0.000677966101694915,0.000904977375565611,0,0,0,0,0,0,0,0,0.0185185185185185,0.001953125,0.000460738497992497
xochimilco,barrio xaltocan,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0.00181061017562919,0.00147819660014782,0,0,0.000903954802259887,0.000904977375565611,0.0015600624024961,0,0,0,0,0,0,0,0.0185185185185185,0,0.00118475613769499
xochimilco,san lorenzo la cebada,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108636610537751,0.00221729490022173,0,0,0.00497175141242938,0.00361990950226244,0,0,0,0,0,0,0,0,0.0185185185185185,0,0.00230369248996248
xochimilco,san marcos norte,0,0,0,0.142857142857143,0,0,0,0.00909090909090909,0,0,0,0,0,0,0,0,0.000543183052688756,0.00147819660014782,0,0.0025706940874036,0.0015819209039548,0.00271493212669683,0,0.00584795321637427,0,0,0,0,0,0,0.0185185185185185,0.001953125,0.00111893635226749
alvaro obregon,8 de agosto,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.000181061017562919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001953125,6.58197854274995e-05
alvaro obregon,ampliacion molino de rosas,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.00108636610537751,0,0,0,0.00112994350282486,0,0,0,0,0,0,0,0,0,0,0.001953125,0.000724017639702495
alvaro obregon,balcones de cehuayo,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0,0.00073909830007391,0,0,0.000451977401129944,0,0.0015600624024961,0.00584795321637427,0,0,0,0,0,0,0,0.001953125,0.000329098927137498
alvaro obregon,barrio norte,0,0,0,0,0,0,0,0.00909090909090909,0,0,0,0,0,0,0,0,0.00199167119319211,0,0.00309597523219814,0.0102827763496144,0.000677966101694915,0,0.0046801872074883,0,0,0,0,0,0,0,0,0.001953125,0.00144803527940499
alvaro obregon,belem de las flores,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.000905305087814594,0,0,0,0.000225988700564972,0,0,0,0,0,0,0,0,0,0,0.001953125,0.000394918712564997
alvaro obregon,colina del sur,0,0,0,0,0,0,0,0,0.142857142857143,0.0303030303030303,0,0,0,0,0,0,0.00108636610537751,0.00221729490022173,0,0.0025706940874036,0.0015819209039548,0,0,0,0,0,0,0,0,0,0,0.00390625,0.00111893635226749
alvaro obregon,cove,0,0,0,0,0,0,0,0.00909090909090909,0,0,0,0,0,0,0,0,0.000724244070251675,0.00221729490022173,0,0,0.000225988700564972,0,0,0,0,0,0,0,0,0,0,0.001953125,0.000526558283419996
alvaro obregon,cristo rey,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.000724244070251675,0.00147819660014782,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001953125,0.000394918712564997
alvaro obregon,francisco villa,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.000181061017562919,0.00073909830007391,0,0,0.000225988700564972,0.000904977375565611,0,0,0,0,0,0,0,0,0,0.001953125,0.000263279141709998
alvaro obregon,guadalupe inn,0,0,0,0,0,0,0.0121212121212121,0,0,0,0,0,0,0,0,0,0.000905305087814594,0,0,0,0.00135593220338983,0.000904977375565611,0,0,0,0,0.00104384133611691,0,0,0,0,0.00390625,0.000855657210557494
alvaro obregon,heron proal,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.000362122035125837,0,0,0,0.000225988700564972,0,0,0,0,0,0,0,0,0,0,0.001953125,0.000197459356282499
alvaro obregon,jose maria pino suarez,0,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0.00181061017562919,0,0,0,0.000903954802259887,0,0.0031201248049922,0,0,0,0,0,0,0,0,0.001953125,0.00105311656683999
alvaro obregon,la angostura,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001953125,0
alvaro obregon,la joya,0,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0.000362122035125837,0,0,0,0,0.000904977375565611,0,0,0,0,0,0,0,0,0,0.001953125,0.000197459356282499
alvaro obregon,la loma,0,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0,0,0.00619195046439629,0,0.000225988700564972,0,0,0,0,0,0,0,0,0,0,0.001953125,0.000197459356282499
alvaro obregon,la mexicana,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.000724244070251675,0,0,0.0077120822622108,0.000677966101694915,0,0,0,0,0,0,0,0,0,0,0.001953125,0.000658197854274995
alvaro obregon,liberales de 1857,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.000724244070251675,0,0,0.0025706940874036,0,0.00180995475113122,0.0015600624024961,0,0,0,0,0,0,0,0,0.001953125,0.000526558283419996
alvaro obregon,llano redondo,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0.0454545454545455,0,0,0,0,0.000181061017562919,0,0,0,0,0,0.0015600624024961,0,0,0,0,0,0,0,0,0.00390625,0.000131639570854999
alvaro obregon,lomas de la era,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.00108636610537751,0,0,0,0.000225988700564972,0.00361990950226244,0.0015600624024961,0.0175438596491228,0,0,0,0,0,0,0,0.001953125,0.000987296781412493
alvaro obregon,lomas de los angeles del pueblo tetelpan,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.000543183052688756,0,0,0,0.000225988700564972,0,0,0,0,0,0,0,0,0,0,0.001953125,0.000263279141709998
alvaro obregon,olivar de los padres,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.00108636610537751,0.00369549150036955,0,0,0.000451977401129944,0,0,0,0,0,0,0,0,0,0,0.001953125,0.000855657210557494
alvaro obregon,olivar del conde 1a seccion,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.00452652543907297,0.00295639320029564,0,0,0.00135593220338983,0,0,0,0,0,0,0.0169491525423729,0,0,0,0.001953125,0.00236951227538998
alvaro obregon,olivar del conde 2a seccion,0,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0.00199167119319211,0.00147819660014782,0.00309597523219814,0,0.00135593220338983,0,0.0015600624024961,0,0,0,0,0,0,0,0,0.001953125,0.00138221549397749
alvaro obregon,paraiso,0,0,0,0,0,0,0,0.00909090909090909,0,0,0,0,0,0,0,0,0.000543183052688756,0.00295639320029564,0,0.0025706940874036,0.000451977401129944,0,0.0031201248049922,0,0,0,0,0,0,0,0,0.001953125,0.000789837425129994
alvaro obregon,progreso,0,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0.00108636610537751,0.00443458980044346,0,0,0.0015819209039548,0.00180995475113122,0.0015600624024961,0,0,0,0,0,0,0,0,0.001953125,0.00144803527940499
alvaro obregon,progreso tizapan,0,0,0,0,0,0,0,0.00909090909090909,0,0,0,0,0,0,0,0,0.000543183052688756,0,0,0,0.000677966101694915,0.00180995475113122,0,0,0,0,0,0,0,0,0,0.001953125,0.000526558283419996
alvaro obregon,sacramento,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.000905305087814594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001953125,0.000329098927137498
alvaro obregon,san jose del olivar,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.000181061017562919,0,0,0,0.000225988700564972,0.000904977375565611,0,0,0,0,0,0,0,0,0,0.001953125,0.000197459356282499
alvaro obregon,santa rosa xochiac,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.000724244070251675,0,0,0,0.00203389830508475,0.00361990950226244,0.0015600624024961,0,0,0,0,0,0,0,0,0.001953125,0.00118475613769499
azcapotzalco,ampliacion del gas,0,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0.000543183052688756,0.00073909830007391,0,0,0.000225988700564972,0.000904977375565611,0,0,0,0,0,0,0,0,0,0.001953125,0.000394918712564997
azcapotzalco,ampliacion san pedro xalpa,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.000543183052688756,0.00369549150036955,0,0.0025706940874036,0.000677966101694915,0.00180995475113122,0.0031201248049922,0,0,0,0,0,0,0,0,0.001953125,0.00105311656683999
azcapotzalco,claveria,0,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0.00108636610537751,0.00443458980044346,0,0,0.000451977401129944,0.000904977375565611,0.0015600624024961,0,0,0,0,0,0,0,0,0.001953125,0.00105311656683999
azcapotzalco,del gas,0,0,0,0,0,0,0.00606060606060606,0,0,0,0.00735294117647059,0,0,0,0,0,0,0,0,0,0.000225988700564972,0,0,0,0,0,0,0,0,0,0,0.00390625,6.58197854274995e-05
azcapotzalco,del maestro,0,0,0,0,0,0,0,0.00909090909090909,0,0,0,0,0,0,0,0,0.000181061017562919,0.00073909830007391,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001953125,0.000131639570854999
azcapotzalco,el rosario,0,0,0,0,0,0,0,0.0181818181818182,0,0.0303030303030303,0,0,0,0,0,0,0.00470758645663589,0.00073909830007391,0,0.0102827763496144,0.00406779661016949,0.000904977375565611,0,0,0,0,0.00626304801670146,0.0338983050847458,0,0,0,0.005859375,0.00381754755479497
azcapotzalco,industrial vallejo,0,0,0,0,0,0,0.00606060606060606,0.00909090909090909,0,0,0,0,0,0,0,0,0.000362122035125837,0.00369549150036955,0,0.0025706940874036,0.00225988700564972,0,0,0,0,0,0,0,0,0,0,0.00390625,0.00118475613769499
azcapotzalco,la preciosa,0,0,0,0,0,0,0.00606060606060606,0,0,0,0.00735294117647059,0,0,0,0,0,0.000905305087814594,0.00147819660014782,0,0,0.000225988700564972,0,0.0015600624024961,0,0,0,0,0,0,0,0,0.00390625,0.000592378068847496
azcapotzalco,los reyes,0,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0.000724244070251675,0,0,0,0.000677966101694915,0,0,0,0,0,0,0,0,0,0,0.001953125,0.000460738497992497
azcapotzalco,nextengo,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.000543183052688756,0.00073909830007391,0,0,0.000225988700564972,0.000904977375565611,0.0015600624024961,0,0,0,0,0,0,0,0,0.001953125,0.000460738497992497
azcapotzalco,obrero popular,0,0,0,0,0,0,0,0.00909090909090909,0,0,0,0,0,0,0,0,0.000181061017562919,0.00295639320029564,0,0,0.000225988700564972,0.000904977375565611,0,0,0,0,0,0.0169491525423729,0,0,0,0.001953125,0.000526558283419996
azcapotzalco,san alvaro,0,0,0,0,0,0,0,0.00909090909090909,0,0,0,0,0,0,0,0,0.000543183052688756,0,0,0,0.000903954802259887,0.000904977375565611,0,0,0,0,0,0,0,0,0,0.001953125,0.000526558283419996
azcapotzalco,san bartolo cahualtongo,0,0,0,0,0,0,0,0,0,0,0,0,0.0454545454545455,0,0,0,0.000181061017562919,0.00147819660014782,0,0.0025706940874036,0,0.000904977375565611,0,0,0,0,0,0,0,0,0,0.001953125,0.000329098927137498
azcapotzalco,san marcos,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909090909090909,0,0,0.000362122035125837,0.00073909830007391,0,0,0.000451977401129944,0.000904977375565611,0,0,0,0,0,0,0,0,0,0.001953125,0.000394918712564997
azcapotzalco,san martin xochinahuac,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0.000724244070251675,0.00073909830007391,0,0.0025706940874036,0.00112994350282486,0,0,0,0,0,0,0,0,0,0,0.001953125,0.000724017639702495
azcapotzalco,san pablo xalpa,0,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0,0,0,0,0.000225988700564972,0,0,0,0,0,0,0,0,0,0,0.001953125,6.58197854274995e-05
azcapotzalco,santa lucia,0,0,0,0,0,0,0,0,0,0,0,0.0454545454545455,0,0,0,0,0.000362122035125837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001953125,0.000131639570854999
