alcaldia_clean,colonia_clean,genero_delito_de_bajo_impacto_tasa,genero_violación_tasa,genero_homicidio_doloso_tasa,genero_lesiones_dolosas_por_disparo_de_arma_de_fuego_tasa,genero_secuestro_tasa,genero_total_tasa
azcapotzalco,ampliacion san pedro xalpa,0.00248364930871761,0.00102040816326531,0.0101010101010101,0,0,0.00245078662344849
azcapotzalco,angel zimbron,0.000455335706598228,0.00102040816326531,0,0,0,0.000474345798086805
azcapotzalco,arenal,0.000910671413196457,0,0,0,0,0.000869633963159143
azcapotzalco,benito juarez,0.00012418246543588,0,0,0,0,0.000118586449521701
azcapotzalco,centro de azcapotzalco,0.000869277258051163,0.00102040816326531,0,0,0,0.000869633963159143
azcapotzalco,claveria,0.000455335706598228,0.00102040816326531,0.0101010101010101,0,0,0.000513874614594039
azcapotzalco,coltongo,0.000289759086017054,0,0,0,0,0.000276701715550636
azcapotzalco,cosmopolita,0.000455335706598228,0.00102040816326531,0,0,0,0.000474345798086805
azcapotzalco,del gas,0.00082788310290587,0,0,0,0,0.000790576330144676
azcapotzalco,del maestro,0.000206970775726467,0,0,0,0,0.000197644082536169
azcapotzalco,del recreo,0.00107624803377763,0.00102040816326531,0,0,0,0.00106727804569531
azcapotzalco,el jaguey,8.2788310290587e-05,0,0,0,0,7.90576330144675e-05
azcapotzalco,el rosario,0.00211110191240997,0.00102040816326531,0,0,0,0.00205549845837616
azcapotzalco,estacion pantaco,4.13941551452935e-05,0,0,0,0,3.95288165072338e-05
azcapotzalco,euzkadi,0.000289759086017054,0.00204081632653061,0,0,0,0.000355759348565104
azcapotzalco,ex-hacienda el rosario,0.000248364930871761,0,0,0,0,0.000237172899043403
azcapotzalco,ferreria,0.000165576620581174,0,0,0,0,0.000158115266028935
azcapotzalco,francisco villa,0.000413941551452935,0.00102040816326531,0,0,0,0.000434816981579572
azcapotzalco,hogar y seguridad,0.000248364930871761,0,0,0,0,0.000237172899043403
azcapotzalco,hogares ferrocarrileros,8.2788310290587e-05,0,0,0,0,7.90576330144675e-05
azcapotzalco,huautla de las salinas,4.13941551452935e-05,0,0,0,0,3.95288165072338e-05
azcapotzalco,ignacio allende,0.000165576620581174,0,0,0,0,0.000158115266028935
azcapotzalco,industrial vallejo,0.000703700637469989,0,0,0,0,0.000671989880622974
azcapotzalco,jardin azpeitia,0.000206970775726467,0,0,0,0,0.000197644082536169
azcapotzalco,la preciosa,0.000620912327179402,0,0,0,0,0.000592932247608507
azcapotzalco,la raza,0.000745094792615283,0.00204081632653061,0,0,0,0.000790576330144676
azcapotzalco,las armas,8.2788310290587e-05,0,0,0,0,7.90576330144675e-05
azcapotzalco,las salinas,0.000248364930871761,0,0,0,0,0.000237172899043403
azcapotzalco,liberacion,0.000289759086017054,0,0.0101010101010101,0,0,0.00031623053205787
azcapotzalco,libertad,0.000165576620581174,0,0,0,0,0.000158115266028935
azcapotzalco,los reyes,0.000165576620581174,0,0,0,0,0.000158115266028935
azcapotzalco,miguel hidalgo,0.00012418246543588,0,0,0,0,0.000118586449521701
azcapotzalco,monte alto,4.13941551452935e-05,0,0,0,0,3.95288165072338e-05
azcapotzalco,nextengo,0.000289759086017054,0.00102040816326531,0,0,0,0.00031623053205787
azcapotzalco,nueva el rosario,4.13941551452935e-05,0,0,0,0,3.95288165072338e-05
azcapotzalco,nueva espana,0.000165576620581174,0,0,0,0,0.000158115266028935
azcapotzalco,nueva santa maria,0.00103485387863234,0,0,0,0,0.000988220412680844
azcapotzalco,nuevo barrio san rafael,0.000331153241162348,0,0,0,0,0.00031623053205787
azcapotzalco,obrero popular,0.000289759086017054,0.00102040816326531,0,0,0,0.00031623053205787
azcapotzalco,pasteros,0.000745094792615283,0.00102040816326531,0,0,0,0.000751047513637442
azcapotzalco,patrimonio familiar,0.000248364930871761,0,0,0,0,0.000237172899043403
azcapotzalco,petrolera,0.000165576620581174,0.00102040816326531,0,0,0,0.000197644082536169
azcapotzalco,plenitud,0.000331153241162348,0,0,0,0,0.00031623053205787
azcapotzalco,porvenir,0.000206970775726467,0,0,0,0,0.000197644082536169
azcapotzalco,potrero del llano,0.000248364930871761,0,0,0,0,0.000237172899043403
azcapotzalco,prados del rosario,0.000496729861743522,0.00102040816326531,0,0,0,0.000513874614594039
azcapotzalco,presidente madero,0.000248364930871761,0.00204081632653061,0,0,0,0.00031623053205787
azcapotzalco,pro-hogar,0.000993459723487044,0,0,0,0,0.000948691596173611
azcapotzalco,providencia,0.000579518172034109,0,0,0,0,0.000553403431101273
azcapotzalco,reynosa tamaulipas,0.000455335706598228,0,0,0,0,0.000434816981579572
azcapotzalco,san alvaro,0.000993459723487044,0.00102040816326531,0,0,0,0.000988220412680844
azcapotzalco,san andres,0.00144879543008527,0.00510204081632653,0,0,0,0.00158115266028935
azcapotzalco,san andres de las salinas,4.13941551452935e-05,0,0,0,0,3.95288165072338e-05
azcapotzalco,san antonio,0.000496729861743522,0,0,0,0,0.000474345798086805
azcapotzalco,san bartolo cahualtongo,0.000206970775726467,0.00102040816326531,0,0,0,0.000237172899043403
azcapotzalco,san bernabe,8.2788310290587e-05,0,0,0,0,7.90576330144675e-05
azcapotzalco,san francisco tetecala,0.000496729861743522,0,0,0,0,0.000474345798086805
azcapotzalco,san francisco xocotitla,0.000372547396307641,0.00102040816326531,0,0,0,0.000395288165072338
azcapotzalco,san juan tlihuaca,0.00132461296464939,0,0,0,0,0.00126492212823148
azcapotzalco,san marcos,0.000993459723487044,0.00102040816326531,0,0,0,0.000988220412680844
azcapotzalco,san martin xochinahuac,0.00182134282639291,0,0,0,0,0.00173926792631829
azcapotzalco,san mateo,0.000372547396307641,0,0,0,0,0.000355759348565104
azcapotzalco,san miguel amantla,0.00095206556834175,0,0,0,0,0.000909162779666377
azcapotzalco,san pablo xalpa,0.000165576620581174,0,0,0,0,0.000158115266028935
azcapotzalco,san pedro xalpa,0.000579518172034109,0,0,0,0,0.000553403431101273
azcapotzalco,san rafael,0.000165576620581174,0,0,0,0,0.000158115266028935
azcapotzalco,san salvador xochimanca,0.000206970775726467,0,0,0,0,0.000197644082536169
azcapotzalco,san sebastian,0.000620912327179402,0,0,0,0,0.000592932247608507
azcapotzalco,santa apolonia,0.000248364930871761,0,0,0,0,0.000237172899043403
azcapotzalco,santa barbara,0.00132461296464939,0,0,0,0,0.00126492212823148
azcapotzalco,santa catarina,0.000455335706598228,0,0,0,0,0.000434816981579572
azcapotzalco,santa cruz acayucan,0.000496729861743522,0.00204081632653061,0,0,0,0.000553403431101273
azcapotzalco,santa ines,0.000331153241162348,0,0,0,0,0.00031623053205787
