ID,ID_CI,ct_inicio,impacto,delito,modalidad_delito,fecha,calle1_hechos,calle2_hechos,colonia_hechos,alcaldia_hechos,ct_hechos,cord_x,cord_y,
2530,9900197,CJM-AZ,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,27/01/2025,RIO TACUBAYA,SIN REGISTRO,JOSÉ MARIA PINO SUÁREZ,ALVARO OBREGON,AO-1,-99.19679631,19.39899517,
2531,9900206,E,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,15/01/2025,NO ESPECIFICA LUGAR EXACTO DE LOS HECHOS,NOTIFICACION DE HOSPITAL,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO,
2532,9900209,GAP4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,08/12/2024,FLOR,SIN REGISTRO,LOMAS DE LA ESTANCIA,IZTAPALAPA,IZP-10,-99.01042715,19.33468128,
2533,9900224,UAT-AZ-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/01/2025,DE LOS MAESTROS EDIFICIO 41 N,NO SE ESPECIFICA,NUEVA SANTA MARIA,AZCAPOTZALCO,AZ-3,-99.1663805,19.4631731,
2534,9900228,UAT-GAM-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,18/01/2025,JUAN S GARRIDO,NO SE ESPECIFICA,EL TEPETATAL,GUSTAVO A MADERO,GAM-1,-99.13683935,19.56374703,
2535,9900253,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/01/2025,PONCIANO ARRIAGA,SIN REGISTRO,SAN LORENZO LA CEBADA,XOCHIMILCO,XO-1,-99.12398922,19.27709143,
2536,9900255,E,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,14/01/2025,NO ESPECIFICA LUGAR EXACTO DE LOS HECHOS,SIN REGISTRO,LA LOMA,ALVARO OBREGON,AO-2,-99.25739008,19.35733031,
2537,9900258,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/01/2025,ZAPOTE,NO SE ESPECIFICA,EQUIPAMIENTO FABRICA FISISA,TLALPAN,TLP-3,-99.17928627,19.2993953,
2538,9900267,UAT-VC-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,19/12/2024,ADOLFON LOPEZ MATEOS,NO SE ESPECIFICA,AEROPUERTO INTERNACIONAL BENITO JUÁREZ,VENUSTIANO CARRANZA,VC-5,-99.07449504,19.41799663,
2539,9900282,CJM-TLP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,18/11/2024,DE LAS TORRES,NO SE ESPECIFICA,SAN GREGORIO ATLAPULCO,XOCHIMILCO,XO-2,-99.03913679,19.24866591,
2540,9900283,UAT-TLP-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,21/01/2025,CERRADA PROLONGACION DEL COLIBRI,NO SE ESPECIFICA,SAN ANDRÉS TOTOLTEPEC,TLALPAN,TLP-3,-99.15867351,19.24155529,
2541,9900292,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,22/09/2024,MARIANO AZUELA,NO SE ESPECIFICA,SANTA MARIA LA RIBERA,CUAUHTEMOC,CUH-2,-99.15524094,19.44518249,
2542,9900297,UAT-GAM-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,26/01/2025,HEROES DE LA INTEVENCION,SIN REGISTRO,TACUBAYA,MIGUEL HIDALGO,MH-5,-99.1885029,19.39767533,
2543,9900315,GAP4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,27/01/2025,9,SIN REGISTRO,ALDANA,AZCAPOTZALCO,AZ-4,-99.14828853,19.4731952,
2544,9900316,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/01/2025,EMILIO CAMPA,SIN REGISTRO,SANTA MARTHA ACATITLA NORTE,IZTAPALAPA,IZP-6,-99.01174822,19.37376062,
2545,9900318,FDS-6,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,18/11/2024,TACUBA,NO SE ESPECIFICA,CENTRO,CUAUHTEMOC,CUH-6,-99.13373326,19.4363176,
2546,9900322,UAT-VC-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/01/2025,CONGRESO DE LA UNION,NO SE ESPECIFICA,EL PARQUE,VENUSTIANO CARRANZA,VC-1,-99.12078865,19.42017551,
2547,9900332,UAT-MH-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/01/2025,LAGO WINNIPEG,SIN REGISTRO,LEGARIA,MIGUEL HIDALGO,MH-1,-99.19117166,19.45587795,
2548,9900340,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,26/01/2025,TUNKAS,SIN REGISTRO,POPULAR SANTA TERESA,TLALPAN,TLP-1,-99.22569227,19.29984851,
2549,9900341,UAT-GAM-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/01/2025,NORTE 54 B,NO SE ESPECIFICA,TABLAS DE SAN AGUSTÍN,GUSTAVO A MADERO,GAM-7,-99.11385627,19.46457533,
2550,9900343,UAT-TLH-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,23/01/2025,FIDELIO,DEODATO,MIGUEL HIDALGO,TLAHUAC,TLH-1,-99.04857186,19.29022936,
2551,9900346,E,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,28/10/2024,NO ESPECIFICA LUGAR EXACTO DE LOS HECHOS,SIN REGISTRO,AÑO DE JUÁREZ,IZTAPALAPA,IZP-8,-99.07453149,19.31897592,
2552,9900353,UAT-VC-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/01/2025,65,SIN REGISTRO,GRANJAS MÉXICO,VENUSTIANO CARRANZA,VC-5,-99.08348222,19.40754903,
2553,9900378,TLH-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/01/2025,GENERAL ANAYA,SIN REGISTRO,LA ESTACIÓN,TLAHUAC,TLH-1,-99.03994815,19.31071754,
2554,9900379,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,11/12/2024,311,NO SE ESPECIFICA,NUEVA ATZACOALCO,GUSTAVO A MADERO,GAM-5,-99.08878202,19.49304188,
2555,9900394,UAT-TLH-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/01/2025,EMPERADORES,SIN REGISTRO,SAN FRANCISCO TLALTENCO,TLAHUAC,TLH-2,-98.99744025,19.29715933,
2556,9900399,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,10/12/2024,FRAY SERVANDO TERESA DE MIER,SIN REGISTRO,TRANSITO,CUAUHTEMOC,CUH-8,-99.1327098,19.42325257,
2557,9900401,UAT-IZC-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,14/01/2025,ORIENTE 110,SUR 133,GABRIEL RAMOS MILLÁN,IZTACALCO,IZC-2,-99.09968494,19.39079304,
2558,9900428,FDS-6,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ACOSO SEXUAL,26/01/2025,SIN DETERMINAR,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO,
2559,9900431,UAT-MIL-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/01/2025,SEGUNDO CALLEJON DE INDEPENDENCIA,SIN REGISTRO,PANCHIMALCO (SAN PEDRO ATOCPAN),MILPA ALTA,MIL-1,-99.04408973,19.20170748,
2560,9900435,CUH-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/01/2025,HOJALATERIA,SIN REGISTRO,MORELOS,VENUSTIANO CARRANZA,VC-1,-99.1211379,19.4434491,
2561,9900446,AEJPA,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/01/2025,EJE UNO MOZQUETA,SIN REGISTRO,BUENAVISTA,CUAUHTEMOC,CUH-2,-99.15019875,19.44734717,
2562,9900454,UAT-TLP-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/01/2025,SEGUNDA CAMINO A TOPILEJO,SIN REGISTRO,PEDREGAL DE AMINCO,TLALPAN,TLP-3,-99.13110219,19.20184629,
2563,9900462,UAT-VC-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,31/01/2025,FERROCARRIL HIDALGO,PANADEROS,MORELOS,VENUSTIANO CARRANZA,VC-1,-99.12166555,19.44626997,
2564,9900466,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/01/2025,MARIANO MATAMOROS,NO SE ESPECIFICA,SAN MIGUEL AJUSCO,TLALPAN,TLP-2,-99.20102558,19.22519714,
2565,9900467,FDS-5,ALTO IMPACTO,VIOLACIÓN,VIOLACION,16/11/2024,DESIERTO DE LOS LEONES,NO SE ESPECIFICA,LOMAS DE LOS ANGELES DEL PUEBLO TETELPAN,ALVARO OBREGON,AO-3,-99.21232415,19.34414587,
2566,9900472,CJM-AZ,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/01/2025,INSTITUTO POLITECNICO NACIONAL,NO SE ESPECIFICA,LINDAVISTA,GUSTAVO A MADERO,GAM-3,-99.13463138,19.48516892,
2567,9900476,UAT-COY-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/01/2025,CARRIZAL,NO SE ESPECIFICA,COPILCO EL BAJO,COYOACAN,COY-1,-99.18806424,19.3405759,
2568,9900481,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,25/01/2025,CRUZ DEL SUR,NO SE ESPECIFICA,PRADO CHURUBUSCO,COYOACAN,COY-3,-99.12783253,19.35470013,
2569,9900501,FDS-7,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,31/01/2025,HIGUERA,NO SE ESPECIFICA,TLALPEXCO,GUSTAVO A MADERO,GAM-1,-99.12631416,19.54513193,
2570,9900509,UAT-VC-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,LESIONES INTENCIONALES POR GOLPES,12/12/2024,MORELOS,SIN REGISTRO,SEVILLA,VENUSTIANO CARRANZA,VC-3,-99.1229707,19.40907186,
2571,9900520,AEJPA,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/01/2025,CALLE B,CALLE C,ALIANZA POPULAR REVOLUCIONARIA,COYOACAN,COY-5,-99.12393429,19.31125449,
2572,9900526,UAT-BJ-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,18/01/2025,MORAS,SIN REGISTRO,ACACIAS,BENITO JUAREZ,BJ-2,-99.17636209,19.36589171,
2573,9900532,GAP4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/01/2025,SIBERIA,SIN REGISTRO,PENSADOR MEXICANO,VENUSTIANO CARRANZA,VC-2,-99.08566796,19.43990499,
2574,9900549,UAT-TLP-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/01/2025,SEGUNDA CAMINO VIEJO A TOPILEJO,SIN REGISTRO,SAN FRANCISCO TLALNEPANTLA,XOCHIMILCO,XO-1,-99.12094211,19.19643148,
2575,9900557,UAT-IZC-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/01/2025,VASCO DE QUIROGA,SIN REGISTRO,ZEDEC SANTA FE,ALVARO OBREGON,AO-2,-99.25330003,19.37687192,
2576,9900554,UAT-VC-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,28/12/2024,VICAM,SIN REGISTRO,ÁLVARO OBREGÓN,VENUSTIANO CARRANZA,VC-3,-99.11792526,19.41233485,
2577,9900561,FDS-6,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,31/08/2023,PRESA RIOS BECERRA,NO SE ESPECIFICA,SACRAMENTO,ALVARO OBREGON,AO-1,-99.19619483,19.38289313,
2578,9900565,UAT-COY-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/01/2025,ZARAGOZA,NO SE ESPECIFICA,BARRIO SANTA CATARINA,COYOACAN,COY-2,-99.17454966,19.34850896,
2579,9900566,UAT-AO-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/01/2025,RIO TACUBAYA,NO SE ESPECIFICA,JOSÉ MARIA PINO SUÁREZ,ALVARO OBREGON,AO-1,-99.19554158,19.39872692,
2580,9900583,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,28/01/2025,NORTE 5,NO SE ESPECIFICA,MOCTEZUMA 2A SECCIÓN,VENUSTIANO CARRANZA,VC-2,-99.0955037,19.42502503,
2581,9900589,UAT-IZP-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,27/01/2025,59,NO SE ESPECIFICA,SANTA CRUZ MEYEHUALCO,IZTAPALAPA,IZP-5,-99.04469591,19.34951224,
2582,9900592,UAT-XO-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/01/2025,LAS FLORES,CERRADA DE VIOLETA,SAN MARCOS NORTE,XOCHIMILCO,XO-1,-99.11501117,19.26901875,
2583,9900594,UAT-CUH-8,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/01/2025,JOSE SOTERO CASTAÑEDA,SIN REGISTRO,AMPLIACIÓN ASTURIAS,CUAUHTEMOC,CUH-8,-99.13292456,19.40557271,
2584,9900604,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,06/01/2025,MANUEL M LOPEZ,NO SE ESPECIFICA,SAN MIGUEL ZAPOTITLA,TLAHUAC,TLH-1,-99.04025364,19.30695278,
2585,9900611,CJM-AZ,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,08/01/2025,RAUL HELMER,NO SE ESPECIFICA,COMPOSITORES MEXICANOS,GUSTAVO A MADERO,GAM-1,-99.1422513,19.56658829,
2586,9900618,CJM-IZP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,12/10/2024,DR RIO DE LA LOZA,NO SE ESPECIFICA,DOCTORES,CUAUHTEMOC,CUH-8,-99.14881411,19.42547524,
2587,9900626,FDS-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,29/01/2025,AVENIDA DE LAS TORRES,SIN REGISTRO,REACOMODO BELEN DE LAS FLORES,ALVARO OBREGON,AO-1,-99.21371154,19.39813209,
2588,9900642,UAT-TLH-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/01/2025,JUAN DE DIOS PEZA,SIN REGISTRO,SANTA ANA NORTE,TLAHUAC,TLH-1,-99.04064439,19.30287136,
2589,9900645,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/01/2025,AVENIDA ARCOS DE BELEN,BALDERAS,DOCTORES,CUAUHTEMOC,CUH-8,-99.14911812,19.42622581,
2590,9900647,CJM-TLP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,10/09/2024,PROLONGACION RUBI,SIN REGISTRO,LA JOYA,XOCHIMILCO,XO-2,-99.09270829,19.23366317,
2591,9900663,CJM-AZ,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/12/2024,RAUL HELMER,SIN REGISTRO,COMPOSITORES MEXICANOS,GUSTAVO A MADERO,GAM-1,-99.14254585,19.56776169,
2592,9900684,UAT-IZC-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,26/01/2025,RETORNO 2 DE SUR 18 A,SIN REGISTRO,AGRÍCOLA ORIENTAL,IZTACALCO,IZC-3,-99.06918016,19.39206094,
2593,9900686,UAT-TLP-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/01/2025,ACONCAGUA,SIN REGISTRO,LOS VOLCANES,TLALPAN,TLP-2,-99.17294495,19.26884841,
2594,9900691,UAT-GAM-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/01/2025,CAMINO PROSPERIDAD,SIN REGISTRO,CAMPESTRE ARAGÓN,GUSTAVO A MADERO,GAM-5,-99.08201456,19.48102489,
2595,9900698,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,28/12/2024,EMILIANO ZAPATA,SIN REGISTRO,LOMAS DE ZARAGOZA,IZTAPALAPA,IZP-10,-99.0003863,19.3553072,
2596,9900705,COY-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/01/2025,CALZADA TAXQUEÑA,EJE 2 ORIENTE HEROICA ESCUELA NAVAL MILITAR,TAXQUEÑA,COYOACAN,COY-3,-99.12351672,19.33821271,
2597,9900716,IZP-6,ALTO IMPACTO,LESIONES DOLOSAS POR DISPARO DE ARMA DE FUEGO,LESIONES INTENCIONALES POR ARMA DE FUEGO,31/01/2025,EXPLORADORES EJERCITO DE ORIENTE,SIN REGISTRO,EJERCITO DE ORIENTE ZONA PEÑON,IZTAPALAPA,IZP-6,-99.02568671,19.36705625,
2598,9900736,UAT-AO-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/01/2025,MINAS DE ARENA,SIN REGISTRO,JOSÉ MARIA PINO SUÁREZ,ALVARO OBREGON,AO-1,-99.19632552,19.39929714,
2599,9900759,FDS-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,31/01/2025,16 DE SEPTIEMBRE,SIN REGISTRO,SAN FRANCISCO TLALNEPANTLA,XOCHIMILCO,XO-1,-99.11873007,19.19858523,
2600,9900772,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/01/2025,SANTA MARIA LA RIBERA,SIN REGISTRO,SANTA MARIA LA RIBERA,CUAUHTEMOC,CUH-2,-99.15804243,19.44710754,
2601,9900776,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,27/01/2025,ANDADOR AÑOS,SIN REGISTRO,CHINAMPAC DE JUÁREZ,IZTAPALAPA,IZP-5,-99.04790085,19.37721235,
2602,9900795,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,30/01/2025,FINIZACHE,SIN REGISTRO,EL MOLINO,IZTAPALAPA,IZP-7,-99.0868362,19.35616981,
2603,9900796,UAT-AZ-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/01/2025,PRIVADA GACETILLA,SIN REGISTRO,DEL RECREO,AZCAPOTZALCO,AZ-2,-99.18538683,19.47018142,
2604,9900803,CUH-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,31/01/2025,PERALVILLO,SIN REGISTRO,MORELOS,CUAUHTEMOC,CUH-3,-99.13265324,19.44909451,
2605,9900808,UAT-VC-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/01/2025,ROLANDO GARROS,SIN REGISTRO,AVIACIÓN CIVIL,VENUSTIANO CARRANZA,VC-5,-99.07884625,19.4164033,
2606,9900813,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/01/2025,FRANCISCO I MADERO,JUAREZ,SAN BARTOLOMÉ XICOMULCO,MILPA ALTA,MIL-1,-99.06670166,19.20512919,
2607,9900815,UAT-AO-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/01/2025,SAN MARCOS,SIN REGISTRO,MOLINO DE SANTO DOMINGO,ALVARO OBREGON,AO-1,-99.2105396,19.39175955,
2608,9900820,UAT-TLH-1,ALTO IMPACTO,VIOLACIÓN,VIOLACION,30/01/2025,FRANCISCO BOCANEGRA,LAS CALLES NO SE UBICAN,LA DRAGA,TLAHUAC,TLH-1,-99.04341354,19.28576713,
2609,9900844,UAT-AZ-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,LESIONES INTENCIONALES POR GOLPES,31/01/2025,MANUEL CONTRERAS,SIN REGISTRO,SANTA BÁRBARA,AZCAPOTZALCO,AZ-1,-99.17921045,19.49567228,
2610,9900860,TLH-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,LESIONES INTENCIONALES POR GOLPES,01/02/2025,ANTONIO BEJAR,SAN RAFAEL ATLIXCO,EL TRIANGULO,TLAHUAC,TLH-2,-99.01360966,19.28671745,
2611,9900902,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,01/02/2025,GOBERNADOR IGNACIO ESTEVA,NO SE ESPECIFICA,SAN MIGUEL CHAPULTEPEC,MIGUEL HIDALGO,MH-5,-99.19094085,19.41052348,
2612,9900920,UAT-TLH-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,24/01/2025,AGUSTIN LARA,SIN REGISTRO,SAN JOSÉ,TLAHUAC,TLH-2,-98.99988803,19.27788556,
2613,9900924,UAT-TLH-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,27/01/2024,SAN FRANCISCO TLALTENCO,SIN REGISTRO,SAN FRANCISCO TLALTENCO,TLAHUAC,TLH-2,-99.01616453,19.29790839,
2614,9900937,FDS-7,BAJO IMPACTO,DELITO DE BAJO IMPACTO,CONTRA LA INTIMIDAD SEXUAL,28/01/2025,PLUTARCO ELIAS CALLES,SIN REGISTRO,PROGRESISTA,IZTAPALAPA,IZP-4,-99.0658068,19.35503497,
2615,9900942,UAT-TLH-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,28/01/2025,GOLFO DE LOS IRIS,SIN REGISTRO,SELENE 1A. SECCION,TLAHUAC,TLH-2,-99.00357157,19.29355247,
2616,9900947,IZP-9,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,02/01/2025,CALLEJON PALMAS,SIN REGISTRO,SANTA MARIA AZTAHUACAN,IZTAPALAPA,IZP-5,-99.0216005,19.34590117,
2617,9900948,UAT-GAM-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,29/01/2025,GLADIOLA,NO SE ESPECIFICA,JUAN GONZÁLEZ ROMERO,GUSTAVO A MADERO,GAM-4,-99.088515,19.50604265,
2618,9900949,FDS-5,ALTO IMPACTO,VIOLACIÓN,VIOLACION,31/01/2025,ALAMOS,SIN REGISTRO,SANTA MARIA AZTAHUACAN,IZTAPALAPA,IZP-5,-99.02904422,19.35004143,
2619,9900956,UAT-IZP-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,01/02/2025,1,SIN REGISTRO,RENOVACIÓN,IZTAPALAPA,IZP-5,-99.0486807,19.36392663,
2620,9900963,FDS-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ACOSO SEXUAL,12/01/2025,CANAL NACIONAL,SIN REGISTRO,SAN ANDRÉS TOMATLÁN,IZTAPALAPA,IZP-7,-99.10521126,19.32597103,
2621,9900969,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,01/02/2025,AMERICO VESPUCIO,NO SE ESPECIFICA,LOMAS DE CAPULA,ALVARO OBREGON,AO-1,-99.21716591,19.3796108,
2622,9900988,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,27/01/2025,PUERTO 3 PALOS,NO SE ESPECIFICA,12 DE DICIEMBRE,IZTAPALAPA,IZP-7,-99.09983538,19.33024756,
2623,9900998,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,31/01/2025,NORTE 7A,PONIENTE 112,AMPLIACIÓN PANAMERICANA,GUSTAVO A MADERO,GAM-3,-99.14304098,19.4790122,
2624,9901001,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,01/02/2025,NORTE 74 A,NO SE ESPECIFICA,AMPLIACIÓN MÁRTIRES DE RÍO BLANCO,GUSTAVO A MADERO,GAM-7,-99.10594266,19.46274896,
2625,9901014,FDS-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ACOSO SEXUAL,31/01/2025,6,SIN REGISTRO,JOSÉ LÓPEZ PORTILLO,IZTAPALAPA,IZP-8,-99.08520627,19.30341056,
2626,9901015,UAT-MH-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,01/02/2025,BARRANQUILLA,SIN REGISTRO,OBSERVATORIO,MIGUEL HIDALGO,MH-5,-99.19388843,19.40607252,
2627,9901022,UAT-VC-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/01/2025,49,SIN REGISTRO,GENERAL IGNACIO ZARAGOZA,VENUSTIANO CARRANZA,VC-4,-99.09027626,19.40881836,
2628,9901025,FDS-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ACOSO SEXUAL,31/01/2025,6,SIN REGISTRO,JOSÉ LÓPEZ PORTILLO,IZTAPALAPA,IZP-8,-99.08422458,19.30467829,
2629,9901038,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,01/02/2025,SAN JERONIMO,NO SE ESPECIFICA,CENTRO,CUAUHTEMOC,CUH-6,-99.13543603,19.42680936,
2630,9901040,CJM-AZ,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/01/2025,651,NO SE ESPECIFICA,ARAGÓN FOVISSSTE,GUSTAVO A MADERO,GAM-8,-99.0623462,19.45320042,
2631,9901047,UAT-MIL-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/01/2025,PUEBLA,SIN REGISTRO,SANTA MARTHA (VILLA MILPA ALTA),MILPA ALTA,MIL-1,-99.0310931,19.19877603,
2632,9901054,UAT-TLH-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ACOSO SEXUAL,02/01/2025,GENERAL ANAYA,SIN REGISTRO,LA ESTACIÓN,TLAHUAC,TLH-1,-99.04014677,19.31135345,
2633,9901058,UAT-GAM-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/01/2025,ROSAS DE ORIENTE,NO SE ESPECIFICA,SANTIAGO ATZACOALCO,GUSTAVO A MADERO,GAM-4,-99.09297135,19.49977316,
2634,9901060,FDS-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,CONTRA LA INTIMIDAD SEXUAL,27/01/2025,CALZADA ERMITA IZTAPALAPA,SIN REGISTRO,LOS ÁNGELES,IZTAPALAPA,IZP-8,-99.07202636,19.34781275,
