ID,ID_CI,ct_inicio,impacto,delito,modalidad_delito,fecha,calle1_hechos,calle2_hechos,colonia_hechos,alcaldia_hechos,ct_hechos,cord_x,cord_y
4094,9931625,AO-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,19/03/2025,JILGUERO,SIN REGISTRO,BELLAVISTA,ALVARO OBREGON,AO-1,-99.19605587,19.39561341
4095,9931638,UAT-XO-2,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,17/03/2025,PLAN SEXENAL,10 DE ABRIL,SAN LORENZO LA CEBADA,XOCHIMILCO,XO-2,-99.12015069,19.27810309
4096,9931642,CEN-B,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,14/03/2025,JOSE CLEMENTE OROZCO,AVENIDA TLAHUAC,TULYEHUALCO,IZTAPALAPA,IZP-8,-99.07130384,19.31455298
4097,9931659,CEN-B,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,15/03/2025,JARDIN HIDALGO,CABALLOCALCO,VILLA COYOACÁN,COYOACAN,COY-2,-99.16180965,19.34937341
4098,9931665,59,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,12/03/2025,CULTURA AZTECA,NO SE ESPECIFICA,SAN FRANCISCO CHIQUIMOLA,XOCHIMILCO,XO-2,-99.02827628,19.24412225
4099,9931683,COY-4,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,05/03/2025,NICOLAS BRAVO,SIN REGISTRO,SANTO TOMAS AJUSCO,TLALPAN,TLP-2,-99.2080906,19.22154377
4100,9931684,AO-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,19/03/2025,CENTENARIO,RETORNO LAS PALMAS,TLACUITLAPA,ALVARO OBREGON,AO-2,-99.24043771,19.35583397
4101,9931685,AO-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,19/03/2025,ANDADOR TIXTLA,NO SE ESPECIFICA,LA JOYA,ALVARO OBREGON,AO-1,-99.20947462,19.38462308
4102,9931704,STCMZV,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,19/03/2025,NO ESPECIFICA LUGAR EXACTO DE LOS HECHOS,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO
4103,9931727,UAT-TLP-4,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO OFICIAL SIN VIOLENCIA,19/03/2025,CARCAMO,PROLONGACION DIVISION DEL NORTE,NARCISO MENDOZA SUPER MANZANA 2 VILLA COAPA,TLALPAN,TLP-4,-99.12698295,19.28702241
4104,9931753,FDS-6,ALTO IMPACTO,VIOLACIÓN,VIOLACION,16/03/2025,RICARDO FLORES MAGON,NO SE ESPECIFICA,SIN REGISTRO,CUAUHTEMOC,FICUH-0,SIN REGISTRO,SIN REGISTRO
4105,9931765,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA,14/03/2025,ZACAHUITZCO,NO SE ESPECIFICA,SAN ANTONIO,IZTAPALAPA,IZP-8,-99.07376133,19.30205574
4106,9931782,XO-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,19/03/2025,ESMERALDA,ALEJANDRINA,LA JOYA,XOCHIMILCO,XO-2,-99.09274243,19.2333944
4107,9931793,CEN-B,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,15/03/2025,CALLE 41,SIN REGISTRO,BUENAVISTA,IZTAPALAPA,IZP-9,-99.02776122,19.32603009
4108,9931794,UAT-TLP-3,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,18/03/2025,VICENTE MARTINEZ,NO SE ESPECIFICA,SAN ANDRÉS TOTOLTEPEC,TLALPAN,TLP-3,-99.17086154,19.24905147
4109,9931798,IZP-6,ALTO IMPACTO,ROBO A PASAJERO A BORDO DE MICROBUS CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO SIN VIOLENCIA,18/03/2025,CALZADA IGNACIO ZARAGOZA,NO SE ESPECIFICA,JUAN ESCUTIA,IZTAPALAPA,IZP-6,-99.03740555,19.38655358
4110,9931804,UAT-GAM-7,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,19/03/2025,CALZADA SAN JUAN DE ARAGON,NO SE ESPECIFICA,SAN PEDRO EL CHICO,GUSTAVO A MADERO,GAM-7,-99.09515887,19.47776698
4111,9931811,AO-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,19/03/2025,SANTA LUCIA,20,OLIVAR DEL CONDE 1A SECCIÓN,ALVARO OBREGON,AO-1,-99.20498192,19.37405427
4112,9931815,IZP-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,16/03/2025,TAXQUEÑA,BENITO JUAREZ,SAN ANTONIO CULHUACÁN,IZTAPALAPA,IZP-2,-99.11028653,19.33831712
4113,9931829,UAT-MIL-1,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,13/02/2025,PROL CUAUHTENCO,NO SE ESPECIFICA,LA CONCEPCIÓN (VILLA MILPA ALTA),MILPA ALTA,MIL-1,-99.02104273,19.18606592
4114,9931828,59,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,05/03/2025,UNIDAD HABITACIONAL PLATEROS,SIN REGISTRO,ALFONSO XIII,ALVARO OBREGON,AO-1,-99.19696595,19.37710656
4115,9931837,IZP-8,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,16/03/2025,DEL ARBOL,NO SE ESPECIFICA,LOMAS DE SAN LORENZO,IZTAPALAPA,IZP-8,-99.06269342,19.31579835
4116,9931862,FDS-6,ALTO IMPACTO,VIOLACIÓN,VIOLACION,09/03/2025,BARRANCA,SIN REGISTRO,JARDINES DEL PEDREGAL DE SAN ÁNGEL,COYOACAN,COY-1,-99.1890516,19.30785563
4117,9931863,UAT-GAM-7,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA CON VIOLENCIA,18/03/2025,CARLOS HANK GONZALEZ,NO SE ESPECIFICA,ZONA URBANA EJIDAL SANTA MARIA TOMATLAN,IZTAPALAPA,IZP-7,-99.09435287,19.32954107
4118,9931865,UAT-MH-4,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,17/03/2025,BAHIA DE SAN HIPOLITO,NO SE ESPECIFICA,ANAHUAC,MIGUEL HIDALGO,MH-1,-99.17726532,19.43927167
4119,9931879,UAT-MH-4,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,19/03/2025,HUICHAPAN DE LEON,TULA,HIDALGO,ALVARO OBREGON,AO-1,-99.2081771,19.39847828
4120,9931885,UAT-AO-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,14/03/2025,LAZARO CARDENAS,SIN REGISTRO,AMPLIACIÓN PILOTO ADOLFO LÓPEZ MATEOS,ALVARO OBREGON,AO-2,-99.22129791,19.37503772
4121,9931896,IZP-8,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,18/03/2025,MADRID,BILBAO,CERRO DE LA ESTRELLA,IZTAPALAPA,IZP-8,-99.07627881,19.32782376
4122,9931902,IZP-5,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,19/03/2025,TRES EUSEBIO GARCIA,NO SE ESPECIFICA,UNIDAD VICENTE GUERRERO,IZTAPALAPA,IZP-5,-99.06161048,19.36345629
4123,9931909,2,ALTO IMPACTO,HOMICIDIO DOLOSO,HOMICIDIO POR ARMA DE FUEGO,19/03/2025,GENERAL GRANCISCO LEYVA,FELIPE DE LA GARZA,JUAN ESCUTIA,IZTAPALAPA,IZP-6,-99.03792179,19.39001953
4124,9931931,UAT-AO-1,ALTO IMPACTO,ROBO A CUENTAHABIENTE SALIENDO DEL CAJERO CON VIOLENCIA,ROBO A TRANSEUNTE SALIENDO DEL BANCO CON VIOLENCIA,26/02/2025,11,AVENIDA SANTA LUCIA,OLIVAR DEL CONDE 1A SECCIÓN,ALVARO OBREGON,AO-1,-99.20839006,19.37290386
4125,9931947,UAT-BJ-1,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,18/03/2025,REVOLUCION,SIN REGISTRO,MIXCOAC,BENITO JUAREZ,BJ-1,-99.18822058,19.37193532
4126,9931964,59,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,11/03/2025,CEDRO,SIN REGISTRO,BUENAVISTA,IZTAPALAPA,IZP-9,-99.03313387,19.33252886
4127,9931981,UAT-VC-1,ALTO IMPACTO,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,16/03/2025,NORTE 172,NO SE ESPECIFICA,PENSADOR MEXICANO,VENUSTIANO CARRANZA,VC-2,-99.0871498,19.44449082
4128,9931987,CEN-B,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,09/03/2025,DURANGO,INSURGENTES,ROMA NORTE,CUAUHTEMOC,CUH-7,-99.16518286,19.4200617
4129,9932011,UAT-AZ-1,ALTO IMPACTO,ROBO A PASAJERO A BORDO DE TAXI CON VIOLENCIA,ROBO A TRANSEUNTE A BORDO DE TAXI PÚBLICO Y PRIVADO CON VIOLENCIA,18/03/2025,AV SAN PABLO XALPA,AV DEPORTIVO REYNOSA,SANTA BÁRBARA,AZCAPOTZALCO,AZ-1,-99.1831103,19.50379584
4130,9932019,CEN-B,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,18/03/2025,CALZADA DE TLALPAN,AV PIRINEOS,PORTALES SUR,BENITO JUAREZ,BJ-4,-99.14315253,19.36158351
4131,9932022,CEN-B,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,18/03/2025,CALZADA ERMITA IZTAPALAPA,SIN REGISTRO,CONSTITUCIÓN DE 1917,IZTAPALAPA,IZP-4,-99.06088918,19.34483485
4132,9932065,UAT-TLP-3,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,14/03/2025,GUANAJUATO,SIN REGISTRO,MIGUEL HIDALGO 1A SECCIÓN,TLALPAN,TLP-2,-99.18908045,19.28517143
4133,9932071,FDS-6,ALTO IMPACTO,VIOLACIÓN,VIOLACION,04/11/2024,CINCO,SIN REGISTRO,GRANJAS DE SAN ANTONIO,IZTAPALAPA,IZP-2,-99.11029032,19.36131766
4134,9932078,UAT-MH-4,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,07/07/2024,OBSERVATORIO,SOSTENES ROCHA Y PUENTE DE LOS TOROS,DANIEL GARZA,MIGUEL HIDALGO,MH-5,-99.19945532,19.40259424
4135,9932110,59,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,18/03/2025,PUERTO PAPANTLA,SIN REGISTRO,AMPLIACIÓN CASAS ALEMÁN,GUSTAVO A MADERO,GAM-5,-99.08029537,19.47864533
4136,9932119,UAT-IZC-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,15/03/2025,43,CALLE 37,GENERAL IGNACIO ZARAGOZA,VENUSTIANO CARRANZA,VC-4,-99.09040296,19.41085265
4137,9932121,UAT-IZC-2,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,19/03/2025,NO INDICA LUGAR DE HECHOS,SIN REGISTRO,SIN REGISTRO,VENUSTIANO CARRANZA,FIVC-0,SIN REGISTRO,SIN REGISTRO
4138,9932135,CEN-B,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,17/03/2025,INSTITUTO POLITECNICO NACIONAL,SIN REGISTRO,LINDAVISTA,GUSTAVO A MADERO,GAM-3,-99.13415873,19.48780328
4139,9932138,59,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,14/03/2025,SE IGNORAN CALLES,SIN REGISTRO,DOCTORES,CUAUHTEMOC,CUH-8,-99.15025954,19.41742681
4140,9932143,UAT-TLP-3,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,19/03/2025,CASINO CASAHONDA,SIN REGISTRO,BELISARIO DOMÍNGUEZ SECCIÓN XVI,TLALPAN,TLP-3,-99.15907408,19.28944214
4141,9932151,UAT-TLH-2,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,18/03/2025,CARRETERA MIXQUIC CHALCO,SIN REGISTRO,SANTA CRUZ (DEL PUEBLO DE SAN ANDRÉS MIXQUIC),TLAHUAC,TLH-2,-98.95257415,19.22606421
4142,9932153,GAM-4,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,19/03/2025,VOLCAN POPOCATEPETL,VOLCAN COLIMA,LA PRADERA,GUSTAVO A MADERO,GAM-5,-99.06757276,19.47776374
4143,9932170,UAT-BJ-5,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,19/03/2025,RUBEN M CAMPOS,SIN REGISTRO,VILLA DE CORTES,BENITO JUAREZ,BJ-5,-99.13439718,19.38728049
4144,9932174,UAT-TLH-2,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,19/03/2025,NOTIFICACION HOSPITALARIA,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO
4145,9932178,IZP-6,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,13/03/2025,EUGENIO AVIÑA,SIN REGISTRO,SANTA MARTHA ACATITLA NORTE,IZTAPALAPA,IZP-6,-99.02138834,19.38317397
4146,9932200,UAT-GAM-2,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,19/03/2025,412,1517,SAN JUAN DE ARAGÓN VI SECCIÓN,GUSTAVO A MADERO,GAM-8,-99.06821162,19.46551998
4147,9932212,CEN-B,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,18/03/2025,EJE 1 SUR AVENIDA FRAY SERVANDO TERESA DE MIER,CALZADA DE LA VIGA,MERCED BALBUENA,VENUSTIANO CARRANZA,VC-3,-99.12422497,19.4226083
4148,9932221,IZP-5,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,19/03/2025,TLAHUAC,PROVIDENCIA,AREA FEDERAL PANTEON SAN LORENZO TEZONCO,IZTAPALAPA,IZP-8,-99.05979323,19.30455104
4149,9932248,IZP-4,ALTO IMPACTO,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,19/03/2025,CANAL DE TEZONTLE,NO SE ESPECIFICA,CENTRAL DE ABASTO,IZTAPALAPA,IZP-4,-99.08301401,19.38197601
4150,9932252,TLP-3,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,19/03/2025,TEJOCOTES,PASTORES,SAN MIGUEL TOPILEJO,TLALPAN,TLP-3,-99.15246364,19.19697601
4151,9932265,UAT-AO-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,18/03/2025,JOHNSON,WASHINGTON,PRESIDENTES,ALVARO OBREGON,AO-2,-99.22471073,19.37489121
4152,9932275,CUH-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,19/03/2025,LOPEZ,SIN REGISTRO,CENTRO,CUAUHTEMOC,CUH-6,-99.14250983,19.43008635
4153,9932289,CUH-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,19/03/2025,DR LAVISTA,DR VALENZUELA DR BARRAGAN,DOCTORES,CUAUHTEMOC,CUH-8,-99.14366502,19.42353953
4154,9932294,AO-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,19/03/2025,5 DE MAYO,SIN REGISTRO,LAS AGUILAS,ALVARO OBREGON,AO-3,-99.19819638,19.36503147
4155,9932299,IZP-5,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,20/03/2025,SAN JUAN,ERMITA IZTAPALAPA,EL SANTUARIO,IZTAPALAPA,IZP-7,-99.09587261,19.35571058
4156,9932304,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,06/03/2025,JARDIN,21,PRO-HOGAR,AZCAPOTZALCO,AZ-4,-99.15814948,19.47704124
4157,9932309,UAT-AO-1,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,19/03/2024,DOMINICANOS,PARAISO,PARAÍSO,ALVARO OBREGON,AO-1,-99.21133617,19.3911624
4158,9932323,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,20/03/2025,CENTRAL DE ABASTOS,NO SE ESPECIFICA,CENTRAL DE ABASTO,IZTAPALAPA,IZP-3,-99.09021869,19.37457264
4159,9932324,UAT-XO-2,ALTO IMPACTO,VIOLACIÓN,VIOLACION,19/03/2025,4TA TEPOZANES,NO SE ESPECIFICA,SANTA CECILIA TEPETLAPA,XOCHIMILCO,XO-2,-99.08492529,19.23448068
4160,9932335,UAT-GAM-1,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,18/03/2025,PRIMERA CUAUHTEMOC,NO SE ESPECIFICA,DEL BOSQUE,GUSTAVO A MADERO,GAM-1,-99.14052477,19.54422011
4161,9932337,UAT-GAM-7,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,19/03/2025,NO INDICA LUGAR DE HECHOS,NO SE ESPECIFICA,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO
4162,9932355,UAT-VC-1,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,19/03/2025,TIZAYUCA,NO SE ESPECIFICA,AMPLIACIÓN MICHOACANA,VENUSTIANO CARRANZA,VC-1,-99.11216475,19.44755853
4163,9932358,B,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,16/03/2025,SAN FRANCISCO TLALTENCO,SIN REGISTRO,MIXCOATL,IZTAPALAPA,IZP-9,-99.04972896,19.32424357
4164,9932389,UAT-IZC-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,19/03/2025,EJE 4 SUR SAN RAFAEL ATLIXCO,RIO CHURUBUSCO,EL RODEO,IZTACALCO,IZC-3,-99.08752799,19.39195279
4165,9932392,2,ALTO IMPACTO,HOMICIDIO DOLOSO,HOMICIDIO POR ARMA DE FUEGO,20/03/2025,PROLONGACION LAGO MICHIGAN,CALZADA LEGARIA,LEGARIA,MIGUEL HIDALGO,MH-1,-99.19369798,19.45650463
4166,9932409,UAT-CUH-7,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,18/03/2025,AMSTERDAM,SONORA,HIPÓDROMO,CUAUHTEMOC,CUH-7,-99.16955732,19.41486053
4167,9932448,BJ-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,20/03/2025,SORIA,NO SE ESPECIFICA,ÁLAMOS,BENITO JUAREZ,BJ-3,-99.14132126,19.39759149
4168,9932453,CU,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,19/03/2025,NO INDICA LUGAR DE HECHOS,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO
4169,9932468,IZP-5,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,20/03/2025,JUAN DE LA CIERVA,ZACARIAS JANSSEN,FUEGO NUEVO,IZTAPALAPA,IZP-7,-99.09454867,19.33056865
4170,9932474,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,28/02/2025,NO ESPECIFICA LUGAR DE HECHOS,NO SE ESPECIFICA,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO
4171,9932493,UAT-TLH-1,ALTO IMPACTO,ROBO A PASAJERO A BORDO DE MICROBUS CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO SIN VIOLENCIA,11/03/2025,JACOBO LIEJA,NO SE ESPECIFICA,AGRÍCOLA METROPOLITANA,TLAHUAC,TLH-1,-99.05238569,19.28973223
4172,9932510,IZP-5,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,20/03/2025,20 DE NOVIEMBRE,FILOMENO MATA,ZONA URBANA EJIDAL SANTA MARIA AZTAHUACAN,IZTAPALAPA,IZP-5,-99.03193653,19.35224142
4173,9932516,VC-3,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,20/03/2025,RAMON PRIDA,NO SE ESPECIFICA,JARDÍN BALBUENA,VENUSTIANO CARRANZA,VC-3,-99.11491714,19.41285416
4174,9932558,CEN-C,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,19/03/2025,INSURGENTES NORTE,SIN REGISTRO,TEPEYAC INSURGENTES,GUSTAVO A MADERO,GAM-6,-99.12630826,19.48306201
4175,9932560,UAT-XO-2,ALTO IMPACTO,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,19/03/2025,LA PAZ,MELCHOR OCAMPO,BARRIO CALYEQUITA,XOCHIMILCO,XO-2,-99.0092513,19.25099835
4176,9932604,XO-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,20/03/2025,PROLONGACION DIVISION DEL NORTE,NO SE ESPECIFICA,SAN MARCOS NORTE,XOCHIMILCO,XO-1,-99.11789954,19.27053502
4177,9932616,B,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,14/03/2025,AGENCIA 57 MENOR,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO
